Delta_ref,affected_mask_available,affected_region_available,affected_time_span_available,codex_valid_preference,contact_sheet,corruption_type,localdpo_status,locality_level,pair_id,reward_margin,source_pair_id
0.027131497859954834,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_013_02202_collision_orbit_right_64_seed41202_partial_freeze.jpg,partial_freeze,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_011_013_02202_collision_orbit_right_64_seed41202_partial_freeze,0.22,protocol_v1_A_013_02202_collision_orbit_right_64_seed41202_partial_freeze
0.017158538103103638,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_014_02202_collision_orbit_right_64_seed41202_physical_event_local_failure.jpg,physical_event_local_failure,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_012_014_02202_collision_orbit_right_64_seed41202_physical_event_local_failure,0.24,protocol_v1_A_014_02202_collision_orbit_right_64_seed41202_physical_event_local_failure
0.0036029331386089325,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_015_02202_collision_orbit_right_64_seed41202_background_drift_local.jpg,background_drift_local,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_013_015_02202_collision_orbit_right_64_seed41202_background_drift_local,0.26,protocol_v1_A_015_02202_collision_orbit_right_64_seed41202_background_drift_local
0.009543418884277344,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_018_02202_collision_orbit_right_64_seed41202_object_identity_change_local.jpg,object_identity_change_local,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_014_018_02202_collision_orbit_right_64_seed41202_object_identity_change_local,0.22,protocol_v1_A_018_02202_collision_orbit_right_64_seed41202_object_identity_change_local
0.005025491118431091,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_022_02202_collision_orbit_right_64_seed41202_background_drift_local.jpg,background_drift_local,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_015_022_02202_collision_orbit_right_64_seed41202_background_drift_local,0.19999999999999998,protocol_v1_A_022_02202_collision_orbit_right_64_seed41202_background_drift_local
0.025608859956264496,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_023_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local.jpg,wrong_camera_motion_local,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_016_023_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,0.22,protocol_v1_A_023_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local
0.019311197102069855,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_027_02222_collision_orbit_right_64_seed41222_partial_freeze.jpg,partial_freeze,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_017_027_02222_collision_orbit_right_64_seed41222_partial_freeze,0.19999999999999998,protocol_v1_A_027_02222_collision_orbit_right_64_seed41222_partial_freeze
0.008275605738162994,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_028_02222_collision_orbit_right_64_seed41222_physical_event_local_failure.jpg,physical_event_local_failure,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_018_028_02222_collision_orbit_right_64_seed41222_physical_event_local_failure,0.22,protocol_v1_A_028_02222_collision_orbit_right_64_seed41222_physical_event_local_failure
0.0204792320728302,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_029_02222_collision_orbit_right_64_seed41222_background_drift_local.jpg,background_drift_local,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_019_029_02222_collision_orbit_right_64_seed41222_background_drift_local,0.24,protocol_v1_A_029_02222_collision_orbit_right_64_seed41222_background_drift_local
0.028059273958206177,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_030_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local.jpg,wrong_camera_motion_local,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_020_030_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,0.26,protocol_v1_A_030_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local
0.01172696053981781,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_031_02222_collision_orbit_right_64_seed41222_object_deformation_local.jpg,object_deformation_local,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_021_031_02222_collision_orbit_right_64_seed41222_object_deformation_local,0.18,protocol_v1_A_031_02222_collision_orbit_right_64_seed41222_object_deformation_local
0.027669377624988556,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_032_02222_collision_orbit_right_64_seed41222_object_identity_change_local.jpg,object_identity_change_local,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_022_032_02222_collision_orbit_right_64_seed41222_object_identity_change_local,0.19999999999999998,protocol_v1_A_032_02222_collision_orbit_right_64_seed41222_object_identity_change_local
0.010373637080192566,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_033_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local.jpg,reobserve_mismatch_local,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_023_033_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,0.22,protocol_v1_A_033_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local
0.010853692889213562,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_034_02226_collision_orbit_right_64_seed41226_partial_freeze.jpg,partial_freeze,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_024_034_02226_collision_orbit_right_64_seed41226_partial_freeze,0.24,protocol_v1_A_034_02226_collision_orbit_right_64_seed41226_partial_freeze
0.007965032011270523,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_037_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local.jpg,wrong_camera_motion_local,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_025_037_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local,0.19999999999999998,protocol_v1_A_037_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local
0.00934562087059021,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_038_02226_collision_orbit_right_64_seed41226_object_deformation_local.jpg,object_deformation_local,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_026_038_02226_collision_orbit_right_64_seed41226_object_deformation_local,0.22,protocol_v1_A_038_02226_collision_orbit_right_64_seed41226_object_deformation_local
0.010155301541090012,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_039_02226_collision_orbit_right_64_seed41226_object_identity_change_local.jpg,object_identity_change_local,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_027_039_02226_collision_orbit_right_64_seed41226_object_identity_change_local,0.24,protocol_v1_A_039_02226_collision_orbit_right_64_seed41226_object_identity_change_local
0.021677203476428986,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_041_02226_collision_orbit_right_64_seed41226_partial_freeze.jpg,partial_freeze,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_028_041_02226_collision_orbit_right_64_seed41226_partial_freeze,0.18,protocol_v1_A_041_02226_collision_orbit_right_64_seed41226_partial_freeze
0.014823831617832184,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_042_02226_collision_orbit_right_64_seed41226_physical_event_local_failure.jpg,physical_event_local_failure,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_029_042_02226_collision_orbit_right_64_seed41226_physical_event_local_failure,0.19999999999999998,protocol_v1_A_042_02226_collision_orbit_right_64_seed41226_physical_event_local_failure
0.021780893206596375,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_044_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local.jpg,wrong_camera_motion_local,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_030_044_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local,0.24,protocol_v1_A_044_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local
0.01622651517391205,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_046_04204_containment_orbit_left_44_seed43204_object_identity_change_local.jpg,object_identity_change_local,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_031_046_04204_containment_orbit_left_44_seed43204_object_identity_change_local,0.18,protocol_v1_A_046_04204_containment_orbit_left_44_seed43204_object_identity_change_local
0.023494437336921692,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_048_04204_containment_orbit_left_44_seed43204_partial_freeze.jpg,partial_freeze,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_032_048_04204_containment_orbit_left_44_seed43204_partial_freeze,0.22,protocol_v1_A_048_04204_containment_orbit_left_44_seed43204_partial_freeze
0.016747571527957916,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_049_04204_containment_orbit_left_44_seed43204_physical_event_local_failure.jpg,physical_event_local_failure,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_033_049_04204_containment_orbit_left_44_seed43204_physical_event_local_failure,0.24,protocol_v1_A_049_04204_containment_orbit_left_44_seed43204_physical_event_local_failure
0.02390124648809433,True,True,True,True,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_050_04204_containment_orbit_left_44_seed43204_background_drift_local.jpg,background_drift_local,LOCALDPO_METADATA_READY,spatial_and_time,protocol_v2_A_034_050_04204_containment_orbit_left_44_seed43204_background_drift_local,0.26,protocol_v1_A_050_04204_containment_orbit_left_44_seed43204_background_drift_local
