pair_id,pair_source,pair_type,failure_type,source_full_video,source_full_exists,loser_video_path,loser_video_exists,need_prefix_clip,prefix_target_path,need_winner_future_clip,winner_future_target_path,prefix_frame_indices,winner_future_frame_indices,prediction_start_frame,prefix_len,recommended_action,status
v11_SYN_0487_03410_roll_orbit_right_60_seed42410_roll_event_fragment_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,roll_event_fragment_synthetic,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03410_roll_orbit_right_60_seed42410/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0487_03410_roll_orbit_right_60_seed42410_roll_event_fragment_synthetic/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/03410_roll_orbit_right_60_seed42410/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/03410_roll_orbit_right_60_seed42410/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_0384_01002_drop_orbit_left_72_seed40002_wrong_camera_motion_visible,synthetic_controlled,TypeM_v11_synthetic_visible,wrong_camera_motion_visible,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01002_drop_orbit_left_72_seed40002/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0384_01002_drop_orbit_left_72_seed40002_wrong_camera_motion_visible/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/01002_drop_orbit_left_72_seed40002/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/01002_drop_orbit_left_72_seed40002/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_0035_02228_collision_orbit_right_64_seed41228_background_drift_visible,synthetic_controlled,TypeM_v11_synthetic_visible,background_drift_visible,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02228_collision_orbit_right_64_seed41228/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0035_02228_collision_orbit_right_64_seed41228_background_drift_visible/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/02228_collision_orbit_right_64_seed41228/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/02228_collision_orbit_right_64_seed41228/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_EXTRA_0009_02215_collision_strafe_left_180_seed41215_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02215_collision_strafe_left_180_seed41215/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0009_02215_collision_strafe_left_180_seed41215_collision_response_failure_synthetic/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/02215_collision_strafe_left_180_seed41215/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/02215_collision_strafe_left_180_seed41215/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_EXTRA_0149_04209_containment_orbit_left_44_seed43209_containment_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,containment_failure_synthetic,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04209_containment_orbit_left_44_seed43209/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0149_04209_containment_orbit_left_44_seed43209_containment_failure_synthetic/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/04209_containment_orbit_left_44_seed43209/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/04209_containment_orbit_left_44_seed43209/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_0385_01008_drop_orbit_left_72_seed40008_drop_motion_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,drop_motion_failure_synthetic,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01008_drop_orbit_left_72_seed40008/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0385_01008_drop_orbit_left_72_seed40008_drop_motion_failure_synthetic/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/01008_drop_orbit_left_72_seed40008/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/01008_drop_orbit_left_72_seed40008/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_0393_01013_drop_orbit_left_72_seed40013_local_scene_patch_drift,synthetic_controlled,TypeM_v11_synthetic_visible,local_scene_patch_drift,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01013_drop_orbit_left_72_seed40013/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0393_01013_drop_orbit_left_72_seed40013_local_scene_patch_drift/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/01013_drop_orbit_left_72_seed40013/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/01013_drop_orbit_left_72_seed40013/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_0056_02276_collision_orbit_right_64_seed41276_object_deformation_visible,synthetic_controlled,TypeM_v11_synthetic_visible,object_deformation_visible,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02276_collision_orbit_right_64_seed41276/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0056_02276_collision_orbit_right_64_seed41276_object_deformation_visible/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/02276_collision_orbit_right_64_seed41276/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/02276_collision_orbit_right_64_seed41276/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_0398_01014_drop_orbit_left_72_seed40014_object_duplicate_or_fragment,synthetic_controlled,TypeM_v11_synthetic_visible,object_duplicate_or_fragment,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01014_drop_orbit_left_72_seed40014/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0398_01014_drop_orbit_left_72_seed40014_object_duplicate_or_fragment/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/01014_drop_orbit_left_72_seed40014/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/01014_drop_orbit_left_72_seed40014/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_0388_01008_drop_orbit_left_72_seed40008_object_identity_color_shift,synthetic_controlled,TypeM_v11_synthetic_visible,object_identity_color_shift,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01008_drop_orbit_left_72_seed40008/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0388_01008_drop_orbit_left_72_seed40008_object_identity_color_shift/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/01008_drop_orbit_left_72_seed40008/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/01008_drop_orbit_left_72_seed40008/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_0395_01013_drop_orbit_left_72_seed40013_partial_freeze_foreground,synthetic_controlled,TypeM_v11_synthetic_visible,partial_freeze_foreground,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01013_drop_orbit_left_72_seed40013/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0395_01013_drop_orbit_left_72_seed40013_partial_freeze_foreground/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/01013_drop_orbit_left_72_seed40013/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/01013_drop_orbit_left_72_seed40013/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_0230_04214_containment_orbit_left_44_seed43214_reobserve_mismatch_visible,synthetic_controlled,TypeM_v11_synthetic_visible,reobserve_mismatch_visible,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04214_containment_orbit_left_44_seed43214/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0230_04214_containment_orbit_left_44_seed43214_reobserve_mismatch_visible/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/04214_containment_orbit_left_44_seed43214/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/04214_containment_orbit_left_44_seed43214/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_0493_03413_roll_orbit_right_60_seed42413_roll_event_fragment_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,roll_event_fragment_synthetic,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/03413_roll_orbit_right_60_seed42413/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0493_03413_roll_orbit_right_60_seed42413_roll_event_fragment_synthetic/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/03413_roll_orbit_right_60_seed42413/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/03413_roll_orbit_right_60_seed42413/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_0041_02239_collision_strafe_left_180_seed41239_background_drift_visible,synthetic_controlled,TypeM_v11_synthetic_visible,background_drift_visible,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02239_collision_strafe_left_180_seed41239/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0041_02239_collision_strafe_left_180_seed41239_background_drift_visible/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/02239_collision_strafe_left_180_seed41239/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/02239_collision_strafe_left_180_seed41239/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_0031_02228_collision_orbit_right_64_seed41228_collision_response_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,collision_response_failure_synthetic,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02228_collision_orbit_right_64_seed41228/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0031_02228_collision_orbit_right_64_seed41228_collision_response_failure_synthetic/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/02228_collision_orbit_right_64_seed41228/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/02228_collision_orbit_right_64_seed41228/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_EXTRA_0153_04214_containment_orbit_left_44_seed43214_containment_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,containment_failure_synthetic,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/04214_containment_orbit_left_44_seed43214/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0153_04214_containment_orbit_left_44_seed43214_containment_failure_synthetic/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/04214_containment_orbit_left_44_seed43214/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/04214_containment_orbit_left_44_seed43214/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_0391_01013_drop_orbit_left_72_seed40013_drop_motion_failure_synthetic,synthetic_controlled,TypeM_v11_synthetic_visible,drop_motion_failure_synthetic,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01013_drop_orbit_left_72_seed40013/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0391_01013_drop_orbit_left_72_seed40013_drop_motion_failure_synthetic/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/01013_drop_orbit_left_72_seed40013/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/01013_drop_orbit_left_72_seed40013/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_0399_01014_drop_orbit_left_72_seed40014_local_scene_patch_drift,synthetic_controlled,TypeM_v11_synthetic_visible,local_scene_patch_drift,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/01014_drop_orbit_left_72_seed40014/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0399_01014_drop_orbit_left_72_seed40014_local_scene_patch_drift/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/01014_drop_orbit_left_72_seed40014/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/01014_drop_orbit_left_72_seed40014/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
v11_SYN_EXTRA_0070_02353_collision_strafe_left_180_seed41353_object_deformation_visible,synthetic_controlled,TypeM_v11_synthetic_visible,object_deformation_visible,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys/local_assets/data/physion/generated_v5/converted_stage1_v1/02353_collision_strafe_left_180_seed41353/video.mp4,true,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_pair_factory_v11/synthetic_pairs_extra/pairs/v11_SYN_EXTRA_0070_02353_collision_strafe_left_180_seed41353_object_deformation_visible/loser_future.mp4,true,true,local_assets/dpo_pair_factory_v10/recovered_conditions/02353_collision_strafe_left_180_seed41353/prefix_len5.mp4,true,local_assets/dpo_pair_factory_v10/recovered_conditions/02353_collision_strafe_left_180_seed41353/clean_future_5_80.mp4,0-4,5-80,5,5,RECOVER_PREFIX_AND_FUTURE,PLANNED_NOT_EXECUTED
