sample_id,condition_id,template,camera_motion,model_key,model_label,adapter_path,adapter_exists,generated_full,generated_future,prefix_video,gt_future,contact_sheet,exists_future,exists_contact_sheet,rollout_set,file_size_mb,fps,width,height,num_frames
01014_drop_orbit_left_72_seed40014,v6b_01014_drop_orbit_left_72_seed40014,drop,orbit_left_72,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/01014_drop_orbit_left_72_seed40014_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/01014_drop_orbit_left_72_seed40014_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/videos/01014_drop_orbit_left_72_seed40014_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/01014_drop_orbit_left_72_seed40014/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_B_camera_r8/contact_sheets/01014_drop_orbit_left_72_seed40014_M_B_camera_r8_prefix_future.jpg,True,True,first16,2.684,16.0,832,480,76
01014_drop_orbit_left_72_seed40014,v6b_01014_drop_orbit_left_72_seed40014,drop,orbit_left_72,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/01014_drop_orbit_left_72_seed40014_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/01014_drop_orbit_left_72_seed40014_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/videos/01014_drop_orbit_left_72_seed40014_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/01014_drop_orbit_left_72_seed40014/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M_C_camera_self_temporal_r4/contact_sheets/01014_drop_orbit_left_72_seed40014_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,first16,2.777,16.0,832,480,76
01026_drop_orbit_left_72_seed40026,v6b_01026_drop_orbit_left_72_seed40026,drop,orbit_left_72,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/01026_drop_orbit_left_72_seed40026_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/01026_drop_orbit_left_72_seed40026_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/01026_drop_orbit_left_72_seed40026_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/01026_drop_orbit_left_72_seed40026/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/contact_sheets/01026_drop_orbit_left_72_seed40026_M0_original_fast_prefix_future.jpg,False,False,remaining16,0,0.0,0,0,0
01026_drop_orbit_left_72_seed40026,v6b_01026_drop_orbit_left_72_seed40026,drop,orbit_left_72,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/01026_drop_orbit_left_72_seed40026_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/01026_drop_orbit_left_72_seed40026_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/01026_drop_orbit_left_72_seed40026_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/01026_drop_orbit_left_72_seed40026/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/contact_sheets/01026_drop_orbit_left_72_seed40026_M_B_camera_r8_prefix_future.jpg,True,True,remaining16,1.96,16.0,832,480,76
01026_drop_orbit_left_72_seed40026,v6b_01026_drop_orbit_left_72_seed40026,drop,orbit_left_72,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/01026_drop_orbit_left_72_seed40026_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/01026_drop_orbit_left_72_seed40026_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/01026_drop_orbit_left_72_seed40026_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/01026_drop_orbit_left_72_seed40026/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/contact_sheets/01026_drop_orbit_left_72_seed40026_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,remaining16,1.992,16.0,832,480,76
01029_drop_orbit_left_72_seed40029,v6b_01029_drop_orbit_left_72_seed40029,drop,orbit_left_72,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/01029_drop_orbit_left_72_seed40029_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/01029_drop_orbit_left_72_seed40029_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/01029_drop_orbit_left_72_seed40029_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/01029_drop_orbit_left_72_seed40029/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/contact_sheets/01029_drop_orbit_left_72_seed40029_M0_original_fast_prefix_future.jpg,False,False,remaining16,0,0.0,0,0,0
01029_drop_orbit_left_72_seed40029,v6b_01029_drop_orbit_left_72_seed40029,drop,orbit_left_72,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/01029_drop_orbit_left_72_seed40029_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/01029_drop_orbit_left_72_seed40029_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/01029_drop_orbit_left_72_seed40029_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/01029_drop_orbit_left_72_seed40029/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/contact_sheets/01029_drop_orbit_left_72_seed40029_M_B_camera_r8_prefix_future.jpg,True,True,remaining16,2.945,16.0,832,480,76
01029_drop_orbit_left_72_seed40029,v6b_01029_drop_orbit_left_72_seed40029,drop,orbit_left_72,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/01029_drop_orbit_left_72_seed40029_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/01029_drop_orbit_left_72_seed40029_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/01029_drop_orbit_left_72_seed40029_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/01029_drop_orbit_left_72_seed40029/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/contact_sheets/01029_drop_orbit_left_72_seed40029_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,remaining16,2.92,16.0,832,480,76
01032_drop_orbit_left_72_seed40032,v6b_01032_drop_orbit_left_72_seed40032,drop,orbit_left_72,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/01032_drop_orbit_left_72_seed40032_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/01032_drop_orbit_left_72_seed40032_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/01032_drop_orbit_left_72_seed40032_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/01032_drop_orbit_left_72_seed40032/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/contact_sheets/01032_drop_orbit_left_72_seed40032_M0_original_fast_prefix_future.jpg,False,False,remaining16,0,0.0,0,0,0
01032_drop_orbit_left_72_seed40032,v6b_01032_drop_orbit_left_72_seed40032,drop,orbit_left_72,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/01032_drop_orbit_left_72_seed40032_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/01032_drop_orbit_left_72_seed40032_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/01032_drop_orbit_left_72_seed40032_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/01032_drop_orbit_left_72_seed40032/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/contact_sheets/01032_drop_orbit_left_72_seed40032_M_B_camera_r8_prefix_future.jpg,True,True,remaining16,1.938,16.0,832,480,76
01032_drop_orbit_left_72_seed40032,v6b_01032_drop_orbit_left_72_seed40032,drop,orbit_left_72,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/01032_drop_orbit_left_72_seed40032_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/01032_drop_orbit_left_72_seed40032_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/01032_drop_orbit_left_72_seed40032_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/01032_drop_orbit_left_72_seed40032/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/contact_sheets/01032_drop_orbit_left_72_seed40032_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,remaining16,1.919,16.0,832,480,76
01038_drop_orbit_left_72_seed40038,v6b_01038_drop_orbit_left_72_seed40038,drop,orbit_left_72,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/01038_drop_orbit_left_72_seed40038_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/01038_drop_orbit_left_72_seed40038_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/videos/01038_drop_orbit_left_72_seed40038_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/01038_drop_orbit_left_72_seed40038/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M0_original_fast/contact_sheets/01038_drop_orbit_left_72_seed40038_M0_original_fast_prefix_future.jpg,False,False,remaining16,0,0.0,0,0,0
01038_drop_orbit_left_72_seed40038,v6b_01038_drop_orbit_left_72_seed40038,drop,orbit_left_72,M_B_camera_r8,B camera-only rank8,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_B_camera_r8_train200_20260624_141215/checkpoints/small_lora_B_camera_r8_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/01038_drop_orbit_left_72_seed40038_M_B_camera_r8.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/01038_drop_orbit_left_72_seed40038_M_B_camera_r8_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/videos/01038_drop_orbit_left_72_seed40038_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/01038_drop_orbit_left_72_seed40038/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_B_camera_r8/contact_sheets/01038_drop_orbit_left_72_seed40038_M_B_camera_r8_prefix_future.jpg,True,True,remaining16,2.627,16.0,832,480,76
01038_drop_orbit_left_72_seed40038,v6b_01038_drop_orbit_left_72_seed40038,drop,orbit_left_72,M_C_camera_self_temporal_r4,C camera+self/temporal rank4,local_assets/experiments/small_lora_scope_sweep_20260624/train/small_lora_C_camera_self_r4_train200_20260624_141215/checkpoints/small_lora_C_camera_self_r4_train200_20260624_141215/high_only_phase/branches/step_000200/fast_stageA_high_noise_adapter,True,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/01038_drop_orbit_left_72_seed40038_M_C_camera_self_temporal_r4.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/01038_drop_orbit_left_72_seed40038_M_C_camera_self_temporal_r4_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/01038_drop_orbit_left_72_seed40038_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/01038_drop_orbit_left_72_seed40038/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/contact_sheets/01038_drop_orbit_left_72_seed40038_M_C_camera_self_temporal_r4_prefix_future.jpg,True,True,remaining16,2.596,16.0,832,480,76
02200_collision_orbit_right_64_seed41200,v6b_02200_collision_orbit_right_64_seed41200,collision,orbit_right_64,M0_original_fast,Original Fast,,False,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/02200_collision_orbit_right_64_seed41200_M0_original_fast.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/02200_collision_orbit_right_64_seed41200_M0_original_fast_future.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/videos/02200_collision_orbit_right_64_seed41200_prefix.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_16cond/M0_original_fast/contact_sheets/02200_collision_orbit_right_64_seed41200_M0_original_fast_prefix_future.jpg,True,True,first16,1.382,16.0,832,480,76
