affected_region,affected_time_span,camera_motion,condition_id,contact_sheet,corruption_type,dpo_ready,fvd,local_absdiff_mean,local_absdiff_p95,loser_full_video,loser_video,lpips,pair_id,pair_type,prefix_video,psnr_future,reward_loser,reward_margin,reward_winner,sample_id,sharpness_loser,sharpness_ratio,sharpness_winner,ssim_future_proxy,status,template,vbench,winner_video,written_reason
"{""h"": 96, ""w"": 233, ""x"": 176, ""y"": 164}","[20, 67]",orbit_right_64,02284_collision_orbit_right_64_seed41284,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_011_02284_collision_orbit_right_64_seed41284_foreground_identity_color_shift.jpg,foreground_identity_color_shift,True,BLOCKED_BY_ENV: no local FVD/I3D backend,21.169552,54.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_011_02284_collision_orbit_right_64_seed41284_foreground_identity_color_shift/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_011_02284_collision_orbit_right_64_seed41284_foreground_identity_color_shift/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_011_02284_collision_orbit_right_64_seed41284_foreground_identity_color_shift,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/02284_collision_orbit_right_64_seed41284/prefix_len5.mp4,31.168341,0.761263,0.238737,1.0,02284_collision_orbit_right_64_seed41284,1225.91466,1.029784,1190.457799,0.9907,DPO_READY_SYNTHETIC_VISIBLE_V10,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_pair_factory_v10/recovered_conditions/02284_collision_orbit_right_64_seed41284/clean_future_5_80.mp4,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=54.0; sharpness_ratio=1.029784
"{""h"": 122, ""w"": 193, ""x"": 399, ""y"": 249}","[20, 67]",orbit_right_64,02286_collision_orbit_right_64_seed41286,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_012_02286_collision_orbit_right_64_seed41286_local_temporal_jump.jpg,local_temporal_jump,False,BLOCKED_BY_ENV: no local FVD/I3D backend,8.465588,29.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_012_02286_collision_orbit_right_64_seed41286_local_temporal_jump/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_012_02286_collision_orbit_right_64_seed41286_local_temporal_jump/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_012_02286_collision_orbit_right_64_seed41286_local_temporal_jump,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/02286_collision_orbit_right_64_seed41286/prefix_len5.mp4,36.76422,0.819158,0.180842,1.0,02286_collision_orbit_right_64_seed41286,1346.24678,1.0,1346.24678,0.996085,REJECT_SYNTHETIC_GATE,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_pair_factory_v10/recovered_conditions/02286_collision_orbit_right_64_seed41286/clean_future_5_80.mp4,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=29.0; sharpness_ratio=1.0
"{""h"": 153, ""w"": 239, ""x"": 359, ""y"": 136}","[20, 67]",orbit_right_64,02288_collision_orbit_right_64_seed41288,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_013_02288_collision_orbit_right_64_seed41288_local_patch_freeze.jpg,local_patch_freeze,True,BLOCKED_BY_ENV: no local FVD/I3D backend,9.289684,47.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_013_02288_collision_orbit_right_64_seed41288_local_patch_freeze/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_013_02288_collision_orbit_right_64_seed41288_local_patch_freeze/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_013_02288_collision_orbit_right_64_seed41288_local_patch_freeze,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/02288_collision_orbit_right_64_seed41288/prefix_len5.mp4,33.242003,0.777474,0.222526,1.0,02288_collision_orbit_right_64_seed41288,1401.870332,1.0,1401.870332,0.993329,DPO_READY_SYNTHETIC_VISIBLE_V10,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_pair_factory_v10/recovered_conditions/02288_collision_orbit_right_64_seed41288/clean_future_5_80.mp4,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=47.0; sharpness_ratio=1.0
"{""h"": 120, ""w"": 190, ""x"": 304, ""y"": 245}","[20, 67]",orbit_right_64,02292_collision_orbit_right_64_seed41292,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_014_02292_collision_orbit_right_64_seed41292_local_patch_drift.jpg,local_patch_drift,False,BLOCKED_BY_ENV: no local FVD/I3D backend,7.371182,27.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_014_02292_collision_orbit_right_64_seed41292_local_patch_drift/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_014_02292_collision_orbit_right_64_seed41292_local_patch_drift/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_014_02292_collision_orbit_right_64_seed41292_local_patch_drift,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/02292_collision_orbit_right_64_seed41292/prefix_len5.mp4,37.504301,0.823789,0.176211,1.0,02292_collision_orbit_right_64_seed41292,860.683153,1.0,860.683153,0.996699,REJECT_SYNTHETIC_GATE,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_pair_factory_v10/recovered_conditions/02292_collision_orbit_right_64_seed41292/clean_future_5_80.mp4,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=27.0; sharpness_ratio=1.0
"{""h"": 118, ""w"": 181, ""x"": 428, ""y"": 171}","[20, 67]",strafe_left_180,02295_collision_strafe_left_180_seed41295,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_015_02295_collision_strafe_left_180_seed41295_foreground_identity_color_shift.jpg,foreground_identity_color_shift,True,BLOCKED_BY_ENV: no local FVD/I3D backend,17.436205,47.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_015_02295_collision_strafe_left_180_seed41295_foreground_identity_color_shift/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_015_02295_collision_strafe_left_180_seed41295_foreground_identity_color_shift/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_015_02295_collision_strafe_left_180_seed41295_foreground_identity_color_shift,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/02295_collision_strafe_left_180_seed41295/prefix_len5.mp4,31.744041,0.777474,0.222526,1.0,02295_collision_strafe_left_180_seed41295,919.238064,1.079327,851.677249,0.992686,DPO_READY_SYNTHETIC_VISIBLE_V10,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_pair_factory_v10/recovered_conditions/02295_collision_strafe_left_180_seed41295/clean_future_5_80.mp4,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=47.0; sharpness_ratio=1.079327
"{""h"": 116, ""w"": 169, ""x"": 261, ""y"": 194}","[20, 67]",strafe_left_180,02327_collision_strafe_left_180_seed41327,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_016_02327_collision_strafe_left_180_seed41327_local_temporal_jump.jpg,local_temporal_jump,True,BLOCKED_BY_ENV: no local FVD/I3D backend,16.616413,120.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_016_02327_collision_strafe_left_180_seed41327_local_temporal_jump/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_016_02327_collision_strafe_left_180_seed41327_local_temporal_jump/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_016_02327_collision_strafe_left_180_seed41327_local_temporal_jump,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/02327_collision_strafe_left_180_seed41327/prefix_len5.mp4,28.788703,0.62,0.38,1.0,02327_collision_strafe_left_180_seed41327,992.495443,1.110587,893.667209,0.993603,DPO_READY_SYNTHETIC_VISIBLE_V10,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_pair_factory_v10/recovered_conditions/02327_collision_strafe_left_180_seed41327/clean_future_5_80.mp4,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=120.0; sharpness_ratio=1.110587
"{""h"": 132, ""w"": 204, ""x"": 191, ""y"": 112}","[20, 67]",orbit_right_64,02328_collision_orbit_right_64_seed41328,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_017_02328_collision_orbit_right_64_seed41328_local_patch_freeze.jpg,local_patch_freeze,True,BLOCKED_BY_ENV: no local FVD/I3D backend,10.444873,31.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_017_02328_collision_orbit_right_64_seed41328_local_patch_freeze/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_017_02328_collision_orbit_right_64_seed41328_local_patch_freeze/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_017_02328_collision_orbit_right_64_seed41328_local_patch_freeze,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/02328_collision_orbit_right_64_seed41328/prefix_len5.mp4,32.00956,0.814526,0.185474,1.0,02328_collision_orbit_right_64_seed41328,1053.188049,1.164595,904.338216,0.994476,DPO_READY_SYNTHETIC_VISIBLE_V10,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_pair_factory_v10/recovered_conditions/02328_collision_orbit_right_64_seed41328/clean_future_5_80.mp4,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=31.0; sharpness_ratio=1.164595
"{""h"": 136, ""w"": 234, ""x"": 421, ""y"": 136}","[20, 67]",strafe_left_180,02353_collision_strafe_left_180_seed41353,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_018_02353_collision_strafe_left_180_seed41353_local_patch_drift.jpg,local_patch_drift,True,BLOCKED_BY_ENV: no local FVD/I3D backend,16.663616,90.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_018_02353_collision_strafe_left_180_seed41353_local_patch_drift/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_018_02353_collision_strafe_left_180_seed41353_local_patch_drift/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_018_02353_collision_strafe_left_180_seed41353_local_patch_drift,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/02353_collision_strafe_left_180_seed41353/prefix_len5.mp4,28.551114,0.677895,0.322105,1.0,02353_collision_strafe_left_180_seed41353,914.945003,1.073627,852.199953,0.989585,DPO_READY_SYNTHETIC_VISIBLE_V10,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_pair_factory_v10/recovered_conditions/02353_collision_strafe_left_180_seed41353/clean_future_5_80.mp4,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=90.0; sharpness_ratio=1.073627
"{""h"": 133, ""w"": 170, ""x"": 399, ""y"": 219}","[20, 67]",orbit_right_64,02360_collision_orbit_right_64_seed41360,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_019_02360_collision_orbit_right_64_seed41360_foreground_identity_color_shift.jpg,foreground_identity_color_shift,True,BLOCKED_BY_ENV: no local FVD/I3D backend,19.233593,48.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_019_02360_collision_orbit_right_64_seed41360_foreground_identity_color_shift/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_019_02360_collision_orbit_right_64_seed41360_foreground_identity_color_shift/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_019_02360_collision_orbit_right_64_seed41360_foreground_identity_color_shift,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/02360_collision_orbit_right_64_seed41360/prefix_len5.mp4,32.172253,0.775158,0.224842,1.0,02360_collision_orbit_right_64_seed41360,834.080457,1.0,834.080457,0.991459,DPO_READY_SYNTHETIC_VISIBLE_V10,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_pair_factory_v10/recovered_conditions/02360_collision_orbit_right_64_seed41360/clean_future_5_80.mp4,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=48.0; sharpness_ratio=1.0
"{""h"": 101, ""w"": 202, ""x"": 208, ""y"": 125}","[20, 67]",orbit_right_64,02366_collision_orbit_right_64_seed41366,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_020_02366_collision_orbit_right_64_seed41366_local_temporal_jump.jpg,local_temporal_jump,False,BLOCKED_BY_ENV: no local FVD/I3D backend,6.882078,24.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_020_02366_collision_orbit_right_64_seed41366_local_temporal_jump/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_020_02366_collision_orbit_right_64_seed41366_local_temporal_jump/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_020_02366_collision_orbit_right_64_seed41366_local_temporal_jump,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/02366_collision_orbit_right_64_seed41366/prefix_len5.mp4,38.224012,0.830737,0.169263,1.0,02366_collision_orbit_right_64_seed41366,1418.036489,1.0,1418.036489,0.997242,REJECT_SYNTHETIC_GATE,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_pair_factory_v10/recovered_conditions/02366_collision_orbit_right_64_seed41366/clean_future_5_80.mp4,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=24.0; sharpness_ratio=1.0
"{""h"": 100, ""w"": 231, ""x"": 276, ""y"": 162}","[20, 67]",orbit_right_64,02378_collision_orbit_right_64_seed41378,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_021_02378_collision_orbit_right_64_seed41378_local_patch_freeze.jpg,local_patch_freeze,False,BLOCKED_BY_ENV: no local FVD/I3D backend,7.245224,25.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_021_02378_collision_orbit_right_64_seed41378_local_patch_freeze/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_021_02378_collision_orbit_right_64_seed41378_local_patch_freeze/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_021_02378_collision_orbit_right_64_seed41378_local_patch_freeze,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/02378_collision_orbit_right_64_seed41378/prefix_len5.mp4,37.668433,0.828421,0.171579,1.0,02378_collision_orbit_right_64_seed41378,1422.144881,1.019781,1394.559405,0.996713,REJECT_SYNTHETIC_GATE,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_pair_factory_v10/recovered_conditions/02378_collision_orbit_right_64_seed41378/clean_future_5_80.mp4,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=25.0; sharpness_ratio=1.019781
"{""h"": 125, ""w"": 244, ""x"": 369, ""y"": 111}","[20, 67]",orbit_right_64,02384_collision_orbit_right_64_seed41384,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_022_02384_collision_orbit_right_64_seed41384_local_patch_drift.jpg,local_patch_drift,False,BLOCKED_BY_ENV: no local FVD/I3D backend,6.478743,22.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_022_02384_collision_orbit_right_64_seed41384_local_patch_drift/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_022_02384_collision_orbit_right_64_seed41384_local_patch_drift/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_022_02384_collision_orbit_right_64_seed41384_local_patch_drift,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/02384_collision_orbit_right_64_seed41384/prefix_len5.mp4,37.302097,0.835368,0.164632,1.0,02384_collision_orbit_right_64_seed41384,1379.385585,1.0,1379.385585,0.996119,REJECT_SYNTHETIC_GATE,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_pair_factory_v10/recovered_conditions/02384_collision_orbit_right_64_seed41384/clean_future_5_80.mp4,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=22.0; sharpness_ratio=1.0
"{""h"": 108, ""w"": 235, ""x"": 329, ""y"": 130}","[20, 67]",orbit_right_64,prefix5_anchored_1128e39109fc83_object_deformation,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_023_prefix5_anchored_1128e39109fc83_object_deformation_foreground_identity_color_shift.jpg,foreground_identity_color_shift,True,BLOCKED_BY_ENV: no local FVD/I3D backend,21.732498,56.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_023_prefix5_anchored_1128e39109fc83_object_deformation_foreground_identity_color_shift/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_023_prefix5_anchored_1128e39109fc83_object_deformation_foreground_identity_color_shift/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_023_prefix5_anchored_1128e39109fc83_object_deformation_foreground_identity_color_shift,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/prefix5_anchored_1128e39109fc83_object_deformation/prefix_len5.mp4,30.048053,0.756632,0.243368,1.0,prefix5_anchored_1128e39109fc83_object_deformation,1309.054066,1.109058,1180.329707,0.989168,DPO_READY_SYNTHETIC_VISIBLE_V10,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=56.0; sharpness_ratio=1.109058
"{""h"": 123, ""w"": 190, ""x"": 369, ""y"": 181}","[20, 67]",orbit_right_64,prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_024_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_local_temporal_jump.jpg,local_temporal_jump,False,BLOCKED_BY_ENV: no local FVD/I3D backend,7.06093,24.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_024_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_local_temporal_jump/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_024_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_local_temporal_jump/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_024_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_local_temporal_jump,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp/prefix_len5.mp4,37.714503,0.830737,0.169263,1.0,prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp,1192.505448,1.010316,1180.329707,0.996759,REJECT_SYNTHETIC_GATE,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=24.0; sharpness_ratio=1.010316
"{""h"": 119, ""w"": 182, ""x"": 321, ""y"": 238}","[20, 67]",orbit_right_64,prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_025_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_local_patch_freeze.jpg,local_patch_freeze,False,BLOCKED_BY_ENV: no local FVD/I3D backend,7.159914,24.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_025_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_local_patch_freeze/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_025_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_local_patch_freeze/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_025_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_local_patch_freeze,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch/prefix_len5.mp4,37.930691,0.830737,0.169263,1.0,prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch,1183.671264,1.002831,1180.329707,0.996955,REJECT_SYNTHETIC_GATE,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=24.0; sharpness_ratio=1.002831
"{""h"": 109, ""w"": 226, ""x"": 261, ""y"": 148}","[20, 67]",orbit_right_64,prefix5_anchored_525c18bc4422f0_background_drift,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_026_prefix5_anchored_525c18bc4422f0_background_drift_local_patch_drift.jpg,local_patch_drift,True,BLOCKED_BY_ENV: no local FVD/I3D backend,11.879829,99.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_026_prefix5_anchored_525c18bc4422f0_background_drift_local_patch_drift/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_026_prefix5_anchored_525c18bc4422f0_background_drift_local_patch_drift/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_026_prefix5_anchored_525c18bc4422f0_background_drift_local_patch_drift,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/prefix5_anchored_525c18bc4422f0_background_drift/prefix_len5.mp4,30.131537,0.657053,0.342947,1.0,prefix5_anchored_525c18bc4422f0_background_drift,1249.274804,1.058412,1180.329707,0.994253,DPO_READY_SYNTHETIC_VISIBLE_V10,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=99.0; sharpness_ratio=1.058412
"{""h"": 148, ""w"": 209, ""x"": 314, ""y"": 99}","[20, 67]",orbit_right_64,prefix5_anchored_7f708dfe212ad6_freeze_foreground,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_027_prefix5_anchored_7f708dfe212ad6_freeze_foreground_foreground_identity_color_shift.jpg,foreground_identity_color_shift,True,BLOCKED_BY_ENV: no local FVD/I3D backend,19.529016,50.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_027_prefix5_anchored_7f708dfe212ad6_freeze_foreground_foreground_identity_color_shift/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_027_prefix5_anchored_7f708dfe212ad6_freeze_foreground_foreground_identity_color_shift/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_027_prefix5_anchored_7f708dfe212ad6_freeze_foreground_foreground_identity_color_shift,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/prefix5_anchored_7f708dfe212ad6_freeze_foreground/prefix_len5.mp4,29.90226,0.770526,0.229474,1.0,prefix5_anchored_7f708dfe212ad6_freeze_foreground,1335.982546,1.131872,1180.329707,0.988136,DPO_READY_SYNTHETIC_VISIBLE_V10,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=50.0; sharpness_ratio=1.131872
"{""h"": 119, ""w"": 231, ""x"": 392, ""y"": 242}","[20, 67]",orbit_right_64,prefix5_anchored_b53591379e11c1_object_deformation,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/contact_sheets/v10_TypeM_028_prefix5_anchored_b53591379e11c1_object_deformation_local_temporal_jump.jpg,local_temporal_jump,False,BLOCKED_BY_ENV: no local FVD/I3D backend,7.696389,26.0,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_028_prefix5_anchored_b53591379e11c1_object_deformation_local_temporal_jump/loser_full_prefix5_future.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_028_prefix5_anchored_b53591379e11c1_object_deformation_local_temporal_jump/loser_future.mp4,BLOCKED_BY_ENV: lpips unavailable,v10_TypeM_028_prefix5_anchored_b53591379e11c1_object_deformation_local_temporal_jump,TypeM_v10_synthetic_visible,local_assets/dpo_pair_factory_v10/recovered_conditions/prefix5_anchored_b53591379e11c1_object_deformation/prefix_len5.mp4,36.691533,0.826105,0.173895,1.0,prefix5_anchored_b53591379e11c1_object_deformation,1185.490509,1.004372,1180.329707,0.995845,REJECT_SYNTHETIC_GATE,collision,BLOCKED_BY_ENV: no local VBench evaluator,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=26.0; sharpness_ratio=1.004372
