pair_id,pair_type,corruption_type,severity,reward_winner,reward_loser,reward_margin,main_subreward_drop,PSNR,SSIM,LPIPS,sharpness_ratio,affected_region_diff,local_absdiff_mean,local_absdiff_p95,local_lpips,diff_bbox_area,visual_difference_score,codex_can_see_difference,codex_failure_explainable,too_subtle,too_degraded,medium_hard,status,winner_video,loser_video,prefix_video,written_reason
protocol_v4_TypeAplus_011_s4_strong_pass_partial_freeze,TypeA_plus,partial_freeze,s4_strong_pass,1.0,0.8743770999967232,0.1256229000032768,margin_freeze,52.91751803630937,0.9925302037519267,BLOCKED_NOT_RUN,0.9669838888706844,8.731882997815232,8.731882997815232,28.85416666666667,BLOCKED_NOT_RUN,0.1283653846153846,0.05252573785193447,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_011_s4_strong_pass_partial_freeze/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02202_collision_orbit_right_64_seed41202/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_012_s4_strong_pass_physical_event_local_failure,TypeA_plus,physical_event_local_failure,s4_strong_pass,1.0,0.8268312732239093,0.17316872677609074,margin_phys,66.52155563106155,0.996369214024234,BLOCKED_NOT_RUN,0.9658404067994956,5.660189925681255,5.660189925681255,14.916666666666666,BLOCKED_NOT_RUN,0.15161758814102563,0.03054640602273522,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_012_s4_strong_pass_physical_event_local_failure/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02202_collision_orbit_right_64_seed41202/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_013_s4_strong_pass_background_drift_local,TypeA_plus,background_drift_local,s4_strong_pass,1.0,0.8267762576748005,0.17322374232519955,margin_bg,29.848407298655026,0.9806232200727385,BLOCKED_NOT_RUN,0.9065347648600016,8.932546857580824,8.932546857580824,28.6875,BLOCKED_NOT_RUN,0.359375,0.07970173922855879,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_013_s4_strong_pass_background_drift_local/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02202_collision_orbit_right_64_seed41202/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_014_s4_strong_pass_object_identity_change_local,TypeA_plus,object_identity_change_local,s4_strong_pass,1.0,0.8629058421314296,0.13709415786857038,margin_fg,33.647927286110836,0.9992939129059981,BLOCKED_NOT_RUN,0.9720324562857204,13.566132747477113,13.566132747477113,20.5625,BLOCKED_NOT_RUN,0.1283653846153846,0.04751099086574187,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_014_s4_strong_pass_object_identity_change_local/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02202_collision_orbit_right_64_seed41202/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_015_s4_strong_pass_background_drift_local,TypeA_plus,background_drift_local,s4_strong_pass,1.0,0.8267762576748005,0.17322374232519955,margin_bg,29.848407298655026,0.9806232200727385,BLOCKED_NOT_RUN,0.9065347648600016,8.932546857580824,8.932546857580824,28.6875,BLOCKED_NOT_RUN,0.359375,0.07970173922855879,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_015_s4_strong_pass_background_drift_local/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02202_collision_orbit_right_64_seed41202/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_016_s4_strong_pass_wrong_camera_motion_local,TypeA_plus,wrong_camera_motion_local,s4_strong_pass,1.0,0.8262885629074445,0.17371143709255554,margin_cam,29.56603046986507,0.9890526708458687,BLOCKED_NOT_RUN,0.9038253494858021,8.868528921636937,8.868528921636937,29.479166666666668,BLOCKED_NOT_RUN,0.359375,0.08147499890273184,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02222_collision_orbit_right_64_seed41222/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_016_s4_strong_pass_wrong_camera_motion_local/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02222_collision_orbit_right_64_seed41222/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_017_s4_strong_pass_partial_freeze,TypeA_plus,partial_freeze,s4_strong_pass,1.0,0.8739835150630598,0.12601648493694018,margin_freeze,53.42774023097502,0.9947995178781911,BLOCKED_NOT_RUN,0.9647973059058882,8.246654572409488,8.246654572409488,23.1875,BLOCKED_NOT_RUN,0.1283653846153846,0.043897934651726075,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02222_collision_orbit_right_64_seed41222/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_017_s4_strong_pass_partial_freeze/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02222_collision_orbit_right_64_seed41222/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_018_s4_strong_pass_physical_event_local_failure,TypeA_plus,physical_event_local_failure,s4_strong_pass,1.0,0.829666194201841,0.17033380579815904,margin_phys,64.8082005024014,0.9953580753500358,BLOCKED_NOT_RUN,0.9815899677880052,5.941868290668869,5.941868290668869,17.981249999999818,BLOCKED_NOT_RUN,0.15161758814102563,0.035612594450043555,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02222_collision_orbit_right_64_seed41222/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_018_s4_strong_pass_physical_event_local_failure/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02222_collision_orbit_right_64_seed41222/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_019_s4_strong_pass_background_drift_local,TypeA_plus,background_drift_local,s4_strong_pass,1.0,0.8266752409229081,0.17332475907709188,margin_bg,30.060295764829455,0.9900065908455591,BLOCKED_NOT_RUN,0.9059735606828222,8.532696517326272,8.532696517326272,27.771874999999756,BLOCKED_NOT_RUN,0.359375,0.07700038423284943,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02222_collision_orbit_right_64_seed41222/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_019_s4_strong_pass_background_drift_local/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02222_collision_orbit_right_64_seed41222/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_020_s4_strong_pass_wrong_camera_motion_local,TypeA_plus,wrong_camera_motion_local,s4_strong_pass,1.0,0.8262885629074445,0.17371143709255554,margin_cam,29.56603046986507,0.9890526708458687,BLOCKED_NOT_RUN,0.9038253494858021,8.868528921636937,8.868528921636937,29.479166666666668,BLOCKED_NOT_RUN,0.359375,0.08147499890273184,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02222_collision_orbit_right_64_seed41222/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_020_s4_strong_pass_wrong_camera_motion_local/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02222_collision_orbit_right_64_seed41222/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_021_s4_strong_pass_object_deformation_local,TypeA_plus,object_deformation_local,s4_strong_pass,1.0,0.8593979092821107,0.14060209071788932,margin_fg,48.31932330381795,0.9998156985287916,BLOCKED_NOT_RUN,0.952543940456171,2.835917180347482,2.835917180347482,7.791666666666666,BLOCKED_NOT_RUN,0.1283653846153846,0.01483991502144381,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02222_collision_orbit_right_64_seed41222/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_021_s4_strong_pass_object_deformation_local/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02222_collision_orbit_right_64_seed41222/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_022_s4_strong_pass_object_identity_change_local,TypeA_plus,object_identity_change_local,s4_strong_pass,1.0,0.8655198119043632,0.13448018809563678,margin_fg,29.03937357180952,0.9995890789258184,BLOCKED_NOT_RUN,0.9865545105797959,22.0754785684561,22.0754785684561,38.6875,BLOCKED_NOT_RUN,0.1283653846153846,0.08465654747744,yes,yes,no,no,yes,DPO_READY_VISUAL_V5,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02222_collision_orbit_right_64_seed41222/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_022_s4_strong_pass_object_identity_change_local/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02222_collision_orbit_right_64_seed41222/prefix_len5.mp4,VISIBLE_MEDIUM_HARD: local difference is visible and reward-aligned
protocol_v4_TypeAplus_023_s4_strong_pass_reobserve_mismatch_local,TypeA_plus,reobserve_mismatch_local,s4_strong_pass,1.0,0.8458764142826745,0.15412358571732554,margin_reobs,67.68682485556576,0.9984759372832521,BLOCKED_NOT_RUN,0.953646746014858,8.689755492846524,8.689755492846524,13.833333333333334,BLOCKED_NOT_RUN,0.359375,0.04444786835905043,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02222_collision_orbit_right_64_seed41222/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_023_s4_strong_pass_reobserve_mismatch_local/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02222_collision_orbit_right_64_seed41222/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_024_s4_strong_pass_partial_freeze,TypeA_plus,partial_freeze,s4_strong_pass,1.0,0.875193924829928,0.12480607517007203,margin_freeze,51.983736606241806,0.9940886222324762,BLOCKED_NOT_RUN,0.9715218046107111,9.590181869017893,9.590181869017893,40.625,BLOCKED_NOT_RUN,0.1283653846153846,0.07024209998406439,yes,yes,no,no,yes,DPO_READY_VISUAL_V5,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02226_collision_orbit_right_64_seed41226/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_024_s4_strong_pass_partial_freeze/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02226_collision_orbit_right_64_seed41226/prefix_len5.mp4,VISIBLE_MEDIUM_HARD: local difference is visible and reward-aligned
protocol_v4_TypeAplus_025_s4_strong_pass_wrong_camera_motion_local,TypeA_plus,wrong_camera_motion_local,s4_strong_pass,1.0,0.8251825577947576,0.17481744220524242,margin_cam,29.722366856758224,0.9888618165540285,BLOCKED_NOT_RUN,0.8976808766375414,8.639081951412114,8.639081951412114,29.5,BLOCKED_NOT_RUN,0.359375,0.08120904872631331,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02226_collision_orbit_right_64_seed41226/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_025_s4_strong_pass_wrong_camera_motion_local/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02226_collision_orbit_right_64_seed41226/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_026_s4_strong_pass_object_deformation_local,TypeA_plus,object_deformation_local,s4_strong_pass,1.0,0.8574662500981267,0.14253374990187329,margin_fg,46.74804194355521,0.9997752364314499,BLOCKED_NOT_RUN,0.9418125005451485,3.195016239466292,3.195016239466292,8.75,BLOCKED_NOT_RUN,0.1283653846153846,0.016679277540439238,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02226_collision_orbit_right_64_seed41226/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_026_s4_strong_pass_object_deformation_local/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02226_collision_orbit_right_64_seed41226/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_027_s4_strong_pass_object_identity_change_local,TypeA_plus,object_identity_change_local,s4_strong_pass,1.0,0.8609869858781581,0.13901301412184186,margin_fg,31.788912877512907,0.9995943524659257,BLOCKED_NOT_RUN,0.9613721437675457,16.567077611319185,16.567077611319185,28.354166666666664,BLOCKED_NOT_RUN,0.1283653846153846,0.06257741447237433,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02226_collision_orbit_right_64_seed41226/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_027_s4_strong_pass_object_identity_change_local/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02226_collision_orbit_right_64_seed41226/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_028_s4_strong_pass_partial_freeze,TypeA_plus,partial_freeze,s4_strong_pass,1.0,0.875193924829928,0.12480607517007203,margin_freeze,51.983736606241806,0.9940886222324762,BLOCKED_NOT_RUN,0.9715218046107111,9.590181869017893,9.590181869017893,40.625,BLOCKED_NOT_RUN,0.1283653846153846,0.07024209998406439,yes,yes,no,no,yes,DPO_READY_VISUAL_V5,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02226_collision_orbit_right_64_seed41226/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_028_s4_strong_pass_partial_freeze/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02226_collision_orbit_right_64_seed41226/prefix_len5.mp4,VISIBLE_MEDIUM_HARD: local difference is visible and reward-aligned
protocol_v4_TypeAplus_029_s4_strong_pass_physical_event_local_failure,TypeA_plus,physical_event_local_failure,s4_strong_pass,1.0,0.82750784180136,0.17249215819864006,margin_phys,67.11462735057742,0.9982888050087856,BLOCKED_NOT_RUN,0.9695991211186663,4.976078309936691,4.976078309936691,13.041666666666668,BLOCKED_NOT_RUN,0.15161758814102563,0.026744333471150156,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02226_collision_orbit_right_64_seed41226/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_029_s4_strong_pass_physical_event_local_failure/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02226_collision_orbit_right_64_seed41226/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
protocol_v4_TypeAplus_030_s4_strong_pass_wrong_camera_motion_local,TypeA_plus,wrong_camera_motion_local,s4_strong_pass,1.0,0.8251825577947576,0.17481744220524242,margin_cam,29.722366856758224,0.9888618165540285,BLOCKED_NOT_RUN,0.8976808766375414,8.644186640654034,8.644186640654034,29.541666666666668,BLOCKED_NOT_RUN,0.359375,0.08131400923775876,no,no,yes,no,no,VISUAL_TOO_SUBTLE,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02226_collision_orbit_right_64_seed41226/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_030_s4_strong_pass_wrong_camera_motion_local/loser_future.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02226_collision_orbit_right_64_seed41226/prefix_len5.mp4,VISUAL_TOO_SUBTLE: full-frame WIN/LOSE difference is hard to see without heatmap
