pair_id,pair_type,pair_source,source_protocol,is_synthetic,is_rollout_derived,is_controlled_corruption,condition_id,sample_id,template,camera_motion,prefix_len,prediction_start_frame,prefix_video_path,winner_video_path,loser_video_path,prefix_exists,winner_exists,loser_exists,prefix_decodable,winner_decodable,loser_decodable,winner_source,loser_source,winner_reward,loser_reward,reward_margin,winner_quality,loser_quality,main_failure,failure_tags,affected_region,affected_time_span,affected_mask,corruption_type,codex_reviewed,written_reason,medium_hard,too_subtle,too_blurry,too_collapsed,too_similar,winner_bad,same_prefix,same_prompt,same_poses,same_intrinsics,loss_frame_indices_count,reward_frame_indices_count,localdpo_ready,time_mask_ready,diagnostic_only,trainable,in_ppt_subset,status,decision_reason,repair_method
v6b_GT_C_015_04248_containment_orbit_left_44_seed43248,GT_C,rollout_derived,v6b,False,True,False,v6b_04248_containment_orbit_left_44_seed43248,04248_containment_orbit_left_44_seed43248,containment,orbit_left_44,5,5,local_assets/targeted_BC_loser_mining_v6b/conditions/04248_containment_orbit_left_44_seed43248/prefix_len5.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04248_containment_orbit_left_44_seed43248/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/04248_containment_orbit_left_44_seed43248_M_C_camera_self_temporal_r4_future.mp4,True,True,True,True,True,True,clean_gt,C_camera_self_temporal_r4,1.0,0.722038,0.277962,,,containment_extra_objects,containment_extra_objects,,,,containment_extra_objects,True,containment scene has clear extra objects/state mismatch,True,False,False,False,False,False,True,True,True,True,0,0,False,False,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v6b_GT_C_016_04249_containment_orbit_left_44_seed43249,GT_C,rollout_derived,v6b,False,True,False,v6b_04249_containment_orbit_left_44_seed43249,04249_containment_orbit_left_44_seed43249,containment,orbit_left_44,5,5,local_assets/targeted_BC_loser_mining_v6b/conditions/04249_containment_orbit_left_44_seed43249/prefix_len5.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04249_containment_orbit_left_44_seed43249/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/04249_containment_orbit_left_44_seed43249_M_C_camera_self_temporal_r4_future.mp4,True,True,True,True,True,True,clean_gt,C_camera_self_temporal_r4,1.0,0.7448,0.2552,,,containment_extra_objects,containment_extra_objects,,,,containment_extra_objects,True,containment scene has clear extra objects and foreground-state mismatch,True,False,False,False,False,False,True,True,True,True,0,0,False,False,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
protocol_v4_TypeAplus_022_s4_strong_pass_object_identity_change_local,TypeA_plus,typeA_plus_controlled,v4,False,False,True,02222_collision_orbit_right_64_seed41222,02222_collision_orbit_right_64_seed41222,collision,,5,5,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02222_collision_orbit_right_64_seed41222/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02222_collision_orbit_right_64_seed41222/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_022_s4_strong_pass_object_identity_change_local/loser_future.mp4,True,True,True,True,True,True,clean_gt,typeA_plus_strength_sweep,1.0,0.8655198119043632,0.13448018809563678,,,object_identity_change_local,object_identity_change_local,"{""x0"": 282, ""x1"": 549, ""y0"": 144, ""y1"": 336}","{'future_end_index': 75, 'future_start_index': 0, 'raw_frame_end': 80, 'raw_frame_start': 5}",,object_identity_change_local,True,TypeA+ object_identity_change_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
protocol_v4_TypeAplus_024_s4_strong_pass_partial_freeze,TypeA_plus,typeA_plus_controlled,v4,False,False,True,02226_collision_orbit_right_64_seed41226,02226_collision_orbit_right_64_seed41226,collision,,5,5,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02226_collision_orbit_right_64_seed41226/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02226_collision_orbit_right_64_seed41226/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_024_s4_strong_pass_partial_freeze/loser_future.mp4,True,True,True,True,True,True,clean_gt,typeA_plus_strength_sweep,1.0,0.875193924829928,0.12480607517007203,,,partial_freeze,partial_freeze,"{""x0"": 282, ""x1"": 549, ""y0"": 144, ""y1"": 336}","{'future_end_index': 75, 'future_start_index': 22, 'raw_frame_end': 80, 'raw_frame_start': 27}",,partial_freeze,True,TypeA+ partial_freeze uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
protocol_v4_TypeAplus_028_s4_strong_pass_partial_freeze,TypeA_plus,typeA_plus_controlled,v4,False,False,True,02226_collision_orbit_right_64_seed41226,02226_collision_orbit_right_64_seed41226,collision,,5,5,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02226_collision_orbit_right_64_seed41226/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02226_collision_orbit_right_64_seed41226/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_028_s4_strong_pass_partial_freeze/loser_future.mp4,True,True,True,True,True,True,clean_gt,typeA_plus_strength_sweep,1.0,0.875193924829928,0.12480607517007203,,,partial_freeze,partial_freeze,"{""x0"": 282, ""x1"": 549, ""y0"": 144, ""y1"": 336}","{'future_end_index': 75, 'future_start_index': 22, 'raw_frame_end': 80, 'raw_frame_start': 27}",,partial_freeze,True,TypeA+ partial_freeze uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_002_02202_collision_orbit_right_64_seed41202_local_patch_drift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,02202_collision_orbit_right_64_seed41202,02202_collision_orbit_right_64_seed41202,collision,orbit_right_64,5,5,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02202_collision_orbit_right_64_seed41202/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_002_02202_collision_orbit_right_64_seed41202_local_patch_drift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.805263,0.194737,,,local_patch_drift,local_patch_drift,"{""h"": 145, ""w"": 178, ""x"": 349, ""y"": 231}","[20, 67]",,local_patch_drift,True,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=35.0; sharpness_ratio=1.000343,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_003_02215_collision_strafe_left_180_seed41215_foreground_identity_color_shift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,02215_collision_strafe_left_180_seed41215,02215_collision_strafe_left_180_seed41215,collision,strafe_left_180,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/02215_collision_strafe_left_180_seed41215/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/02215_collision_strafe_left_180_seed41215/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_003_02215_collision_strafe_left_180_seed41215_foreground_identity_color_shift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.784421,0.215579,,,foreground_identity_color_shift,foreground_identity_color_shift,"{""h"": 147, ""w"": 219, ""x"": 196, ""y"": 133}","[20, 67]",,foreground_identity_color_shift,True,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=44.0; sharpness_ratio=1.071201,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_004_02222_collision_orbit_right_64_seed41222_local_temporal_jump,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,02222_collision_orbit_right_64_seed41222,02222_collision_orbit_right_64_seed41222,collision,orbit_right_64,5,5,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02222_collision_orbit_right_64_seed41222/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02222_collision_orbit_right_64_seed41222/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_004_02222_collision_orbit_right_64_seed41222_local_temporal_jump/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.694105,0.305895,,,local_temporal_jump,local_temporal_jump,"{""h"": 132, ""w"": 226, ""x"": 422, ""y"": 178}","[20, 67]",,local_temporal_jump,True,local_temporal_jump creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=83.0; sharpness_ratio=1.07187,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_005_02226_collision_orbit_right_64_seed41226_local_patch_freeze,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,02226_collision_orbit_right_64_seed41226,02226_collision_orbit_right_64_seed41226,collision,orbit_right_64,5,5,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02226_collision_orbit_right_64_seed41226/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02226_collision_orbit_right_64_seed41226/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_005_02226_collision_orbit_right_64_seed41226_local_patch_freeze/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.682526,0.317474,,,local_patch_freeze,local_patch_freeze,"{""h"": 121, ""w"": 189, ""x"": 422, ""y"": 156}","[20, 67]",,local_patch_freeze,True,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=88.0; sharpness_ratio=1.02923,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_006_02228_collision_orbit_right_64_seed41228_local_patch_drift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,02228_collision_orbit_right_64_seed41228,02228_collision_orbit_right_64_seed41228,collision,orbit_right_64,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/02228_collision_orbit_right_64_seed41228/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/02228_collision_orbit_right_64_seed41228/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_006_02228_collision_orbit_right_64_seed41228_local_patch_drift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.712632,0.287368,,,local_patch_drift,local_patch_drift,"{""h"": 150, ""w"": 205, ""x"": 415, ""y"": 187}","[20, 67]",,local_patch_drift,True,local_patch_drift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=75.0; sharpness_ratio=1.0,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_007_02239_collision_strafe_left_180_seed41239_foreground_identity_color_shift,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,02239_collision_strafe_left_180_seed41239,02239_collision_strafe_left_180_seed41239,collision,strafe_left_180,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/02239_collision_strafe_left_180_seed41239/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/02239_collision_strafe_left_180_seed41239/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_007_02239_collision_strafe_left_180_seed41239_foreground_identity_color_shift/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.770526,0.229474,,,foreground_identity_color_shift,foreground_identity_color_shift,"{""h"": 148, ""w"": 228, ""x"": 340, ""y"": 172}","[20, 67]",,foreground_identity_color_shift,True,foreground_identity_color_shift creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=50.0; sharpness_ratio=1.003577,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
v10_TypeM_009_02262_collision_orbit_right_64_seed41262_local_patch_freeze,TypeM_v10_synthetic_visible,synthetic_controlled,v10,True,False,True,02262_collision_orbit_right_64_seed41262,02262_collision_orbit_right_64_seed41262,collision,orbit_right_64,5,5,local_assets/dpo_pair_factory_v10/recovered_conditions/02262_collision_orbit_right_64_seed41262/prefix_len5.mp4,local_assets/dpo_pair_factory_v10/recovered_conditions/02262_collision_orbit_right_64_seed41262/clean_future_5_80.mp4,local_assets/dpo_pair_factory_v10/synthetic_visible_negatives/pairs/v10_TypeM_009_02262_collision_orbit_right_64_seed41262_local_patch_freeze/loser_future.mp4,True,True,True,True,True,True,clean_gt_future,controlled_visible_synthetic_negative,1.0,0.761263,0.238737,,,local_patch_freeze,local_patch_freeze,"{""h"": 151, ""w"": 246, ""x"": 253, ""y"": 121}","[20, 67]",,local_patch_freeze,True,local_patch_freeze creates visible local future-only error; winner remains clean GT; loser remains sharp/readable; local_absdiff_p95=54.0; sharpness_ratio=1.0,True,False,False,False,False,False,True,True,True,True,76,76,True,True,False,True,False,ready_strict,ACCEPT_STRICT,source inferred from v10 manifests/csv
