pair_id,contact_sheet_path,status,error_reason,pair_type,source,failure_type
v11_SYN_EXTRA_0011_02215_collision_strafe_left_180_seed41215_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0011_02215_collision_strafe_left_180_seed41215_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0012_02215_collision_strafe_left_180_seed41215_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0012_02215_collision_strafe_left_180_seed41215_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
v11_SYN_EXTRA_0013_02222_collision_orbit_right_64_seed41222_collision_response_failure_synthetic,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0013_02222_collision_orbit_right_64_seed41222_collision_response_failure_synthetic.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic
v11_SYN_EXTRA_0014_02222_collision_orbit_right_64_seed41222_object_deformation_visible,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0014_02222_collision_orbit_right_64_seed41222_object_deformation_visible.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible
v11_SYN_EXTRA_0015_02222_collision_orbit_right_64_seed41222_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0015_02222_collision_orbit_right_64_seed41222_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0016_02222_collision_orbit_right_64_seed41222_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0016_02222_collision_orbit_right_64_seed41222_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
v11_SYN_EXTRA_0017_02226_collision_orbit_right_64_seed41226_collision_response_failure_synthetic,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0017_02226_collision_orbit_right_64_seed41226_collision_response_failure_synthetic.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic
v11_SYN_EXTRA_0018_02226_collision_orbit_right_64_seed41226_object_deformation_visible,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0018_02226_collision_orbit_right_64_seed41226_object_deformation_visible.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible
v11_SYN_EXTRA_0019_02226_collision_orbit_right_64_seed41226_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0019_02226_collision_orbit_right_64_seed41226_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0020_02226_collision_orbit_right_64_seed41226_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0020_02226_collision_orbit_right_64_seed41226_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
v11_SYN_EXTRA_0021_02228_collision_orbit_right_64_seed41228_collision_response_failure_synthetic,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0021_02228_collision_orbit_right_64_seed41228_collision_response_failure_synthetic.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic
v11_SYN_EXTRA_0022_02228_collision_orbit_right_64_seed41228_object_deformation_visible,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0022_02228_collision_orbit_right_64_seed41228_object_deformation_visible.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible
v11_SYN_EXTRA_0023_02228_collision_orbit_right_64_seed41228_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0023_02228_collision_orbit_right_64_seed41228_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0024_02228_collision_orbit_right_64_seed41228_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0024_02228_collision_orbit_right_64_seed41228_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
v11_SYN_EXTRA_0025_02239_collision_strafe_left_180_seed41239_collision_response_failure_synthetic,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0025_02239_collision_strafe_left_180_seed41239_collision_response_failure_synthetic.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic
v11_SYN_EXTRA_0026_02239_collision_strafe_left_180_seed41239_object_deformation_visible,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0026_02239_collision_strafe_left_180_seed41239_object_deformation_visible.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible
v11_SYN_EXTRA_0027_02239_collision_strafe_left_180_seed41239_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0027_02239_collision_strafe_left_180_seed41239_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0028_02239_collision_strafe_left_180_seed41239_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0028_02239_collision_strafe_left_180_seed41239_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
v11_SYN_EXTRA_0029_02259_collision_strafe_left_180_seed41259_collision_response_failure_synthetic,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0029_02259_collision_strafe_left_180_seed41259_collision_response_failure_synthetic.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic
v11_SYN_EXTRA_0030_02259_collision_strafe_left_180_seed41259_object_deformation_visible,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0030_02259_collision_strafe_left_180_seed41259_object_deformation_visible.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible
v11_SYN_EXTRA_0031_02259_collision_strafe_left_180_seed41259_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0031_02259_collision_strafe_left_180_seed41259_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0032_02259_collision_strafe_left_180_seed41259_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0032_02259_collision_strafe_left_180_seed41259_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
v11_SYN_EXTRA_0033_02262_collision_orbit_right_64_seed41262_collision_response_failure_synthetic,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0033_02262_collision_orbit_right_64_seed41262_collision_response_failure_synthetic.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic
v11_SYN_EXTRA_0034_02262_collision_orbit_right_64_seed41262_object_deformation_visible,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0034_02262_collision_orbit_right_64_seed41262_object_deformation_visible.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible
v11_SYN_EXTRA_0035_02262_collision_orbit_right_64_seed41262_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0035_02262_collision_orbit_right_64_seed41262_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0036_02262_collision_orbit_right_64_seed41262_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0036_02262_collision_orbit_right_64_seed41262_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
v11_SYN_EXTRA_0037_02276_collision_orbit_right_64_seed41276_collision_response_failure_synthetic,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0037_02276_collision_orbit_right_64_seed41276_collision_response_failure_synthetic.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic
v11_SYN_EXTRA_0038_02276_collision_orbit_right_64_seed41276_object_deformation_visible,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0038_02276_collision_orbit_right_64_seed41276_object_deformation_visible.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible
v11_SYN_EXTRA_0039_02276_collision_orbit_right_64_seed41276_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0039_02276_collision_orbit_right_64_seed41276_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0040_02276_collision_orbit_right_64_seed41276_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0040_02276_collision_orbit_right_64_seed41276_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
v11_SYN_EXTRA_0041_02284_collision_orbit_right_64_seed41284_collision_response_failure_synthetic,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0041_02284_collision_orbit_right_64_seed41284_collision_response_failure_synthetic.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic
v11_SYN_EXTRA_0042_02284_collision_orbit_right_64_seed41284_object_deformation_visible,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0042_02284_collision_orbit_right_64_seed41284_object_deformation_visible.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible
v11_SYN_EXTRA_0043_02284_collision_orbit_right_64_seed41284_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0043_02284_collision_orbit_right_64_seed41284_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0044_02284_collision_orbit_right_64_seed41284_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0044_02284_collision_orbit_right_64_seed41284_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
v11_SYN_EXTRA_0045_02286_collision_orbit_right_64_seed41286_collision_response_failure_synthetic,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0045_02286_collision_orbit_right_64_seed41286_collision_response_failure_synthetic.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic
v11_SYN_EXTRA_0046_02286_collision_orbit_right_64_seed41286_object_deformation_visible,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0046_02286_collision_orbit_right_64_seed41286_object_deformation_visible.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible
v11_SYN_EXTRA_0047_02286_collision_orbit_right_64_seed41286_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0047_02286_collision_orbit_right_64_seed41286_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0048_02286_collision_orbit_right_64_seed41286_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0048_02286_collision_orbit_right_64_seed41286_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
v11_SYN_EXTRA_0049_02288_collision_orbit_right_64_seed41288_collision_response_failure_synthetic,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0049_02288_collision_orbit_right_64_seed41288_collision_response_failure_synthetic.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic
v11_SYN_EXTRA_0050_02288_collision_orbit_right_64_seed41288_object_deformation_visible,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0050_02288_collision_orbit_right_64_seed41288_object_deformation_visible.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible
v11_SYN_EXTRA_0051_02288_collision_orbit_right_64_seed41288_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0051_02288_collision_orbit_right_64_seed41288_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0052_02288_collision_orbit_right_64_seed41288_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0052_02288_collision_orbit_right_64_seed41288_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
v11_SYN_EXTRA_0053_02292_collision_orbit_right_64_seed41292_collision_response_failure_synthetic,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0053_02292_collision_orbit_right_64_seed41292_collision_response_failure_synthetic.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic
v11_SYN_EXTRA_0054_02292_collision_orbit_right_64_seed41292_object_deformation_visible,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0054_02292_collision_orbit_right_64_seed41292_object_deformation_visible.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible
v11_SYN_EXTRA_0055_02292_collision_orbit_right_64_seed41292_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0055_02292_collision_orbit_right_64_seed41292_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0056_02292_collision_orbit_right_64_seed41292_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0056_02292_collision_orbit_right_64_seed41292_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
v11_SYN_EXTRA_0057_02295_collision_strafe_left_180_seed41295_collision_response_failure_synthetic,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0057_02295_collision_strafe_left_180_seed41295_collision_response_failure_synthetic.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic
v11_SYN_EXTRA_0058_02295_collision_strafe_left_180_seed41295_object_deformation_visible,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0058_02295_collision_strafe_left_180_seed41295_object_deformation_visible.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible
v11_SYN_EXTRA_0059_02295_collision_strafe_left_180_seed41295_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0059_02295_collision_strafe_left_180_seed41295_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0060_02295_collision_strafe_left_180_seed41295_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0060_02295_collision_strafe_left_180_seed41295_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
v11_SYN_EXTRA_0061_02327_collision_strafe_left_180_seed41327_collision_response_failure_synthetic,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0061_02327_collision_strafe_left_180_seed41327_collision_response_failure_synthetic.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic
v11_SYN_EXTRA_0062_02327_collision_strafe_left_180_seed41327_object_deformation_visible,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0062_02327_collision_strafe_left_180_seed41327_object_deformation_visible.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible
v11_SYN_EXTRA_0063_02327_collision_strafe_left_180_seed41327_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0063_02327_collision_strafe_left_180_seed41327_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0064_02327_collision_strafe_left_180_seed41327_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0064_02327_collision_strafe_left_180_seed41327_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
v11_SYN_EXTRA_0065_02328_collision_orbit_right_64_seed41328_collision_response_failure_synthetic,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0065_02328_collision_orbit_right_64_seed41328_collision_response_failure_synthetic.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic
v11_SYN_EXTRA_0066_02328_collision_orbit_right_64_seed41328_object_deformation_visible,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0066_02328_collision_orbit_right_64_seed41328_object_deformation_visible.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible
v11_SYN_EXTRA_0067_02328_collision_orbit_right_64_seed41328_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0067_02328_collision_orbit_right_64_seed41328_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0068_02328_collision_orbit_right_64_seed41328_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0068_02328_collision_orbit_right_64_seed41328_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
v11_SYN_EXTRA_0069_02353_collision_strafe_left_180_seed41353_collision_response_failure_synthetic,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0069_02353_collision_strafe_left_180_seed41353_collision_response_failure_synthetic.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic
v11_SYN_EXTRA_0070_02353_collision_strafe_left_180_seed41353_object_deformation_visible,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0070_02353_collision_strafe_left_180_seed41353_object_deformation_visible.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible
v11_SYN_EXTRA_0071_02353_collision_strafe_left_180_seed41353_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0071_02353_collision_strafe_left_180_seed41353_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0072_02353_collision_strafe_left_180_seed41353_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0072_02353_collision_strafe_left_180_seed41353_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
v11_SYN_EXTRA_0073_02360_collision_orbit_right_64_seed41360_collision_response_failure_synthetic,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0073_02360_collision_orbit_right_64_seed41360_collision_response_failure_synthetic.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic
v11_SYN_EXTRA_0074_02360_collision_orbit_right_64_seed41360_object_deformation_visible,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0074_02360_collision_orbit_right_64_seed41360_object_deformation_visible.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible
v11_SYN_EXTRA_0075_02360_collision_orbit_right_64_seed41360_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0075_02360_collision_orbit_right_64_seed41360_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0076_02360_collision_orbit_right_64_seed41360_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0076_02360_collision_orbit_right_64_seed41360_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
v11_SYN_EXTRA_0077_02366_collision_orbit_right_64_seed41366_collision_response_failure_synthetic,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0077_02366_collision_orbit_right_64_seed41366_collision_response_failure_synthetic.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,collision_response_failure_synthetic
v11_SYN_EXTRA_0078_02366_collision_orbit_right_64_seed41366_object_deformation_visible,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0078_02366_collision_orbit_right_64_seed41366_object_deformation_visible.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_deformation_visible
v11_SYN_EXTRA_0079_02366_collision_orbit_right_64_seed41366_object_duplicate_or_fragment,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0079_02366_collision_orbit_right_64_seed41366_object_duplicate_or_fragment.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,object_duplicate_or_fragment
v11_SYN_EXTRA_0080_02366_collision_orbit_right_64_seed41366_local_scene_patch_drift,reports/dpo_pair_factory_v11/contact_sheets/v11_SYN_EXTRA_0080_02366_collision_orbit_right_64_seed41366_local_scene_patch_drift.jpg,CONTACT_SHEET_PASS,,TypeM_v11_synthetic_visible,synthetic_controlled,local_scene_patch_drift
