subset,pair_id,pair_type,corruption_type,reward_margin,Delta_ref,Delta_policy,reference_relative_margin,visual_valid,medium_hard,winner_quality,loser_quality,winner_source,loser_source
s2_probe_32_optional,protocol_v1_B_001_prefix5_anchored_1128e39109fc83_object_deformation_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change,0.30518612452173055,0.10009658336639404,0.0,0.0,True,True,2.0,2.0,clean_gt,medium_hard_rollout
s2_probe_32_optional,protocol_v1_B_006_prefix5_anchored_525c18bc4422f0_background_drift_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change,0.30518612452173055,0.09552425891160965,0.0,0.0,True,True,2.0,2.0,clean_gt,medium_hard_rollout
s2_probe_32_optional,protocol_v1_B_015_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change,0.30518612452173055,0.09400106966495514,0.0,0.0,True,True,2.0,2.0,clean_gt,medium_hard_rollout
s2_probe_32_optional,protocol_v1_B_010_prefix5_anchored_d744c2d6f264ba_object_deformation_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,0.33677804836154723,0.08626076579093933,0.0,0.0,True,True,2.0,2.0,clean_gt,medium_hard_rollout
s2_probe_32_optional,protocol_v1_B_009_prefix5_anchored_b53591379e11c1_object_deformation_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change,0.30518612452173055,0.08621502295136452,0.0,0.0,True,True,2.0,2.0,clean_gt,medium_hard_rollout
s2_probe_32_optional,protocol_v1_B_004_prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,0.33677804836154723,0.08167500793933868,0.0,0.0,True,True,2.0,2.0,clean_gt,medium_hard_rollout
s2_probe_32_optional,protocol_v1_B_007_prefix5_anchored_7f708dfe212ad6_freeze_foreground_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change,0.30518612452173055,0.07681088149547577,0.0,0.0,True,True,2.0,2.0,clean_gt,medium_hard_rollout
s2_probe_32_optional,protocol_v1_B_005_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change,0.30518612452173055,0.07380025833845139,0.0,0.0,True,True,2.0,2.0,clean_gt,medium_hard_rollout
s2_probe_32_optional,protocol_v1_B_014_prefix5_anchored_ebade3740fe2f4_object_identity_change_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change,0.30518612452173055,0.07010449096560478,0.0,0.0,True,True,2.0,2.0,clean_gt,medium_hard_rollout
s2_probe_32_optional,protocol_v1_B_002_prefix5_anchored_1279c3b65a6d9e_object_identity_change_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,0.33677804836154723,0.0660821795463562,0.0,0.0,True,True,2.0,2.0,clean_gt,medium_hard_rollout
s2_probe_32_optional,protocol_v1_B_011_prefix5_anchored_d86ae2fb1d25b2_freeze_foreground_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,0.33677804836154723,0.05023999512195587,0.0,0.0,True,True,2.0,2.0,clean_gt,medium_hard_rollout
s2_probe_32_optional,protocol_v1_B_003_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change,0.30518612452173055,0.04315667599439621,0.0,0.0,True,True,2.0,2.0,clean_gt,medium_hard_rollout
s2_probe_32_optional,protocol_v1_B_012_prefix5_anchored_dc458b2cf487d8_wrong_camera_motion_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,0.33677804836154723,0.03438229113817215,0.0,0.0,True,True,2.0,2.0,clean_gt,medium_hard_rollout
s2_probe_32_optional,protocol_v1_B_016_prefix5_anchored_ff65f1ae3e7ca8_background_drift_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change,0.30518612452173055,0.02641628310084343,0.0,0.0,True,True,2.0,2.0,clean_gt,medium_hard_rollout
s2_probe_32_optional,protocol_v1_B_013_prefix5_anchored_e78653865b3413_wrong_camera_motion_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change,0.30518612452173055,0.014671958051621914,0.0,0.0,True,True,2.0,2.0,clean_gt,medium_hard_rollout
s2_probe_32_optional,protocol_v1_A_030_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,wrong_camera_motion_local,0.26,0.028059273958206177,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s2_probe_32_optional,protocol_v1_A_032_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,object_identity_change_local,0.19999999999999998,0.027669377624988556,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s2_probe_32_optional,protocol_v1_A_013_02202_collision_orbit_right_64_seed41202_partial_freeze,local_corruption,partial_freeze,0.22,0.027131497859954834,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s2_probe_32_optional,protocol_v1_A_023_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,wrong_camera_motion_local,0.22,0.025608859956264496,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s2_probe_32_optional,protocol_v1_A_050_04204_containment_orbit_left_44_seed43204_background_drift_local,local_corruption,background_drift_local,0.26,0.02390124648809433,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s2_probe_32_optional,protocol_v1_A_003_02200_collision_orbit_right_64_seed41200_object_deformation_local,local_corruption,object_deformation_local,0.22,0.023501377552747726,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s2_probe_32_optional,protocol_v1_A_048_04204_containment_orbit_left_44_seed43204_partial_freeze,local_corruption,partial_freeze,0.22,0.023494437336921692,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s2_probe_32_optional,protocol_v1_A_006_02200_collision_orbit_right_64_seed41200_partial_freeze,local_corruption,partial_freeze,0.18,0.022545889019966125,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s2_probe_32_optional,protocol_v1_A_044_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local,local_corruption,wrong_camera_motion_local,0.24,0.021780893206596375,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s2_probe_32_optional,protocol_v1_A_041_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,partial_freeze,0.18,0.021677203476428986,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s2_probe_32_optional,protocol_v1_A_029_02222_collision_orbit_right_64_seed41222_background_drift_local,local_corruption,background_drift_local,0.24,0.0204792320728302,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s2_probe_32_optional,protocol_v1_A_002_02200_collision_orbit_right_64_seed41200_wrong_camera_motion_local,local_corruption,wrong_camera_motion_local,0.19999999999999998,0.019627079367637634,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s2_probe_32_optional,protocol_v1_A_027_02222_collision_orbit_right_64_seed41222_partial_freeze,local_corruption,partial_freeze,0.19999999999999998,0.019311197102069855,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s2_probe_32_optional,protocol_v1_A_014_02202_collision_orbit_right_64_seed41202_physical_event_local_failure,local_corruption,physical_event_local_failure,0.24,0.017158538103103638,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s2_probe_32_optional,protocol_v1_A_049_04204_containment_orbit_left_44_seed43204_physical_event_local_failure,local_corruption,physical_event_local_failure,0.24,0.016747571527957916,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s2_probe_32_optional,protocol_v1_A_046_04204_containment_orbit_left_44_seed43204_object_identity_change_local,local_corruption,object_identity_change_local,0.18,0.01622651517391205,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s_localdpo_16,protocol_v1_A_050_04204_containment_orbit_left_44_seed43204_background_drift_local,local_corruption,background_drift_local,0.26,0.02390124648809433,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s_localdpo_16,protocol_v1_A_003_02200_collision_orbit_right_64_seed41200_object_deformation_local,local_corruption,object_deformation_local,0.22,0.023501377552747726,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s_localdpo_16,protocol_v1_A_032_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,object_identity_change_local,0.19999999999999998,0.027669377624988556,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s_localdpo_16,protocol_v1_A_013_02202_collision_orbit_right_64_seed41202_partial_freeze,local_corruption,partial_freeze,0.22,0.027131497859954834,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s_localdpo_16,protocol_v1_A_014_02202_collision_orbit_right_64_seed41202_physical_event_local_failure,local_corruption,physical_event_local_failure,0.24,0.017158538103103638,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s_localdpo_16,protocol_v1_A_033_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,reobserve_mismatch_local,0.22,0.010373637080192566,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s_localdpo_16,protocol_v1_A_030_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,wrong_camera_motion_local,0.26,0.028059273958206177,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s_localdpo_16,protocol_v1_A_029_02222_collision_orbit_right_64_seed41222_background_drift_local,local_corruption,background_drift_local,0.24,0.0204792320728302,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s_localdpo_16,protocol_v1_A_031_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,object_deformation_local,0.18,0.01172696053981781,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s_localdpo_16,protocol_v1_A_046_04204_containment_orbit_left_44_seed43204_object_identity_change_local,local_corruption,object_identity_change_local,0.18,0.01622651517391205,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s_localdpo_16,protocol_v1_A_048_04204_containment_orbit_left_44_seed43204_partial_freeze,local_corruption,partial_freeze,0.22,0.023494437336921692,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s_localdpo_16,protocol_v1_A_049_04204_containment_orbit_left_44_seed43204_physical_event_local_failure,local_corruption,physical_event_local_failure,0.24,0.016747571527957916,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s_localdpo_16,protocol_v1_A_023_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,wrong_camera_motion_local,0.22,0.025608859956264496,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s_localdpo_16,protocol_v1_A_008_02200_collision_orbit_right_64_seed41200_background_drift_local,local_corruption,background_drift_local,0.22,0.013886384665966034,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s_localdpo_16,protocol_v1_A_010_02200_collision_orbit_right_64_seed41200_object_deformation_local,local_corruption,object_deformation_local,0.26,0.011354699730873108,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
s_localdpo_16,protocol_v1_A_011_02200_collision_orbit_right_64_seed41200_object_identity_change_local,local_corruption,object_identity_change_local,0.18,0.013059079647064209,0.0,0.0,True,True,2.0,2.0,clean_gt,local_corruption
