pair_id,protocol_version,pair_type,corruption_type,manifest_source,status,decision_reason,dpo_ready_existing_strict,reward_margin,v5_status,v5_can_see,v5_explainable,v6b_status,v6b_dpo_ready,prefix_video,winner_video,loser_video,contact_sheet,written_reason
v6b_GT_C_013_03435_roll_orbit_right_60_seed42435,v6b,GT_C,roll_identity_event,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/reports/targeted_BC_loser_mining_v6b/dpo_ready_pairs_v6b.jsonl,DPO_READY_EXISTING_STRICT,v6b reviewed GT>C ready pair,True,0.21399,,,,dpo_ready_gt_c,True,local_assets/targeted_BC_loser_mining_v6b/conditions/03435_roll_orbit_right_60_seed42435/prefix_len5.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03435_roll_orbit_right_60_seed42435/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/03435_roll_orbit_right_60_seed42435_M_C_camera_self_temporal_r4_future.mp4,,roll object trajectory/identity diverges while video remains clear
v6b_GT_C_014_03437_roll_orbit_right_60_seed42437,v6b,GT_C,roll_identity_event,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/reports/targeted_BC_loser_mining_v6b/dpo_ready_pairs_v6b.jsonl,DPO_READY_EXISTING_STRICT,v6b reviewed GT>C ready pair,True,0.235837,,,,dpo_ready_gt_c,True,local_assets/targeted_BC_loser_mining_v6b/conditions/03437_roll_orbit_right_60_seed42437/prefix_len5.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/03437_roll_orbit_right_60_seed42437/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/03437_roll_orbit_right_60_seed42437_M_C_camera_self_temporal_r4_future.mp4,,roll object identity/state differs visibly without blur/collapse
v6b_GT_C_015_04248_containment_orbit_left_44_seed43248,v6b,GT_C,containment_extra_objects,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/reports/targeted_BC_loser_mining_v6b/dpo_ready_pairs_v6b.jsonl,DPO_READY_EXISTING_STRICT,v6b reviewed GT>C ready pair,True,0.277962,,,,dpo_ready_gt_c,True,local_assets/targeted_BC_loser_mining_v6b/conditions/04248_containment_orbit_left_44_seed43248/prefix_len5.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04248_containment_orbit_left_44_seed43248/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/04248_containment_orbit_left_44_seed43248_M_C_camera_self_temporal_r4_future.mp4,,containment scene has clear extra objects/state mismatch
v6b_GT_C_016_04249_containment_orbit_left_44_seed43249,v6b,GT_C,containment_extra_objects,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/reports/targeted_BC_loser_mining_v6b/dpo_ready_pairs_v6b.jsonl,DPO_READY_EXISTING_STRICT,v6b reviewed GT>C ready pair,True,0.2552,,,,dpo_ready_gt_c,True,local_assets/targeted_BC_loser_mining_v6b/conditions/04249_containment_orbit_left_44_seed43249/prefix_len5.mp4,local_assets/targeted_BC_loser_mining_v6b/conditions/04249_containment_orbit_left_44_seed43249/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6b/rollouts_32cond/M_C_camera_self_temporal_r4/videos/04249_containment_orbit_left_44_seed43249_M_C_camera_self_temporal_r4_future.mp4,,containment scene has clear extra objects and foreground-state mismatch
v6_GT_C_02200_collision_orbit_right_64_seed41200,v6_targeted_BC_loser_mining,GT_C,event_missing;object_deform;foreground_identity_loss,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_typeB_C_loser_pairs_v6.jsonl,REJECT_TECHNICAL_OR_LABEL_GATE,nonpositive_or_missing_reward_margin,False,,,,,,,local_assets/targeted_BC_loser_mining_v6/rollouts_available5/M_C_camera_self_temporal_r4/videos/v6_02200_collision_orbit_right_64_seed41200_prefix.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6/rollouts_available5/M_C_camera_self_temporal_r4/videos/v6_02200_collision_orbit_right_64_seed41200_M_C_camera_self_temporal_r4_future.mp4,,Clear medium-hard failure: object persists and changes shape while GT removes it.
v6_GT_C_02202_collision_orbit_right_64_seed41202,v6_targeted_BC_loser_mining,GT_C,foreground_identity_loss;wrong_camera;event_missing,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_typeB_C_loser_pairs_v6.jsonl,REJECT_TECHNICAL_OR_LABEL_GATE,nonpositive_or_missing_reward_margin,False,,,,,,,local_assets/targeted_BC_loser_mining_v6/rollouts_available5/M_C_camera_self_temporal_r4/videos/v6_02202_collision_orbit_right_64_seed41202_prefix.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02202_collision_orbit_right_64_seed41202/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6/rollouts_available5/M_C_camera_self_temporal_r4/videos/v6_02202_collision_orbit_right_64_seed41202_M_C_camera_self_temporal_r4_future.mp4,,"Clear medium-hard mismatch: object trajectory/scale diverges from GT, especially late frame edge enlargement."
v6_GT_C_02222_collision_orbit_right_64_seed41222,v6_targeted_BC_loser_mining,GT_C,event_missing;background_drift;foreground_identity_loss,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_typeB_C_loser_pairs_v6.jsonl,REJECT_TECHNICAL_OR_LABEL_GATE,nonpositive_or_missing_reward_margin,False,,,,,,,local_assets/targeted_BC_loser_mining_v6/rollouts_available5/M_C_camera_self_temporal_r4/videos/v6_02222_collision_orbit_right_64_seed41222_prefix.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02222_collision_orbit_right_64_seed41222/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6/rollouts_available5/M_C_camera_self_temporal_r4/videos/v6_02222_collision_orbit_right_64_seed41222_M_C_camera_self_temporal_r4_future.mp4,,Readable medium-hard failure: ball/cone remain visible and camera/background geometry drifts compared with GT.
v6_GT_C_02226_collision_orbit_right_64_seed41226,v6_targeted_BC_loser_mining,GT_C,hallucinated_fragments;event_missing;foreground_identity_loss,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_typeB_C_loser_pairs_v6.jsonl,REJECT_TECHNICAL_OR_LABEL_GATE,nonpositive_or_missing_reward_margin,False,,,,,,,local_assets/targeted_BC_loser_mining_v6/rollouts_available5/M_C_camera_self_temporal_r4/videos/v6_02226_collision_orbit_right_64_seed41226_prefix.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02226_collision_orbit_right_64_seed41226/clean_future_5_80.mp4,local_assets/targeted_BC_loser_mining_v6/rollouts_available5/M_C_camera_self_temporal_r4/videos/v6_02226_collision_orbit_right_64_seed41226_M_C_camera_self_temporal_r4_future.mp4,,Clear medium-hard failure: GT leaves cone-only scene while C keeps/generates green ball and pink fragments.
protocol_v4_TypeAplus_001_s4_strong_pass_background_drift_local,v4,TypeA_plus,background_drift_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.1753400128838799,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_001_s4_strong_pass_background_drift_local/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeAplus_001_s4_strong_pass_background_drift_local.jpg,TypeA+ background_drift_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_002_s4_strong_pass_wrong_camera_motion_local,v4,TypeA_plus,wrong_camera_motion_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.17486771921473943,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_002_s4_strong_pass_wrong_camera_motion_local/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeAplus_002_s4_strong_pass_wrong_camera_motion_local.jpg,TypeA+ wrong_camera_motion_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_003_s4_strong_pass_object_deformation_local,v4,TypeA_plus,object_deformation_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.14113469577847226,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_003_s4_strong_pass_object_deformation_local/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeAplus_003_s4_strong_pass_object_deformation_local.jpg,TypeA+ object_deformation_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_004_s4_strong_pass_object_identity_change_local,v4,TypeA_plus,object_identity_change_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.13424064616251508,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_004_s4_strong_pass_object_identity_change_local/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeAplus_004_s4_strong_pass_object_identity_change_local.jpg,TypeA+ object_identity_change_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_005_s4_strong_pass_partial_freeze,v4,TypeA_plus,partial_freeze,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.12257936981474604,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_005_s4_strong_pass_partial_freeze/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeAplus_005_s4_strong_pass_partial_freeze.jpg,TypeA+ partial_freeze uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_006_s4_strong_pass_physical_event_local_failure,v4,TypeA_plus,physical_event_local_failure,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.17063685611455714,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_006_s4_strong_pass_physical_event_local_failure/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeAplus_006_s4_strong_pass_physical_event_local_failure.jpg,TypeA+ physical_event_local_failure uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_007_s4_strong_pass_background_drift_local,v4,TypeA_plus,background_drift_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.1753400128838799,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_007_s4_strong_pass_background_drift_local/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeAplus_007_s4_strong_pass_background_drift_local.jpg,TypeA+ background_drift_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_008_s4_strong_pass_wrong_camera_motion_local,v4,TypeA_plus,wrong_camera_motion_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.17486771921473943,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_008_s4_strong_pass_wrong_camera_motion_local/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeAplus_008_s4_strong_pass_wrong_camera_motion_local.jpg,TypeA+ wrong_camera_motion_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_009_s4_strong_pass_object_deformation_local,v4,TypeA_plus,object_deformation_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.14113469577847226,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_009_s4_strong_pass_object_deformation_local/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeAplus_009_s4_strong_pass_object_deformation_local.jpg,TypeA+ object_deformation_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
protocol_v4_TypeAplus_010_s4_strong_pass_object_identity_change_local,v4,TypeA_plus,object_identity_change_local,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/manifests/dpo_preference_protocol_v4_pairs.jsonl,REVIEW_REQUIRED_UNMAPPED_AUDIT,has manifest gates but no strict v5/v6b visual alignment row,False,0.13424064616251508,VISUAL_TOO_SUBTLE,no,no,,,local_assets/dpo_prefix5_pairs_20260627_031729/conditions/02200_collision_orbit_right_64_seed41200/prefix_len5.mp4,local_assets/dpo_prefix5_pairs_20260627_031729/clean_futures/02200_collision_orbit_right_64_seed41200/clean_future_5_80.mp4,local_assets/dpo_pair_hardness_v4/typeA_strength_sweep/protocol_v4_TypeAplus_010_s4_strong_pass_object_identity_change_local/loser_future.mp4,reports/dpo_pair_hardness_v4/typeM_pair_contact_sheets/protocol_v4_TypeAplus_010_s4_strong_pass_object_identity_change_local.jpg,TypeA+ object_identity_change_local uses stronger local severity s4_strong_pass; loser is still sharp and locally wrong.
