pair_id,condition_id,failure_type,severity,loser_video_path,status
v11_SYN_0021_02222_collision_orbit_right_64_seed41222_object_duplicate_or_fragment,19fca32ea8850d8171e9d24ffeaf03ea61694a23c026a9ab7b92ff61f3c61485,object_duplicate_or_fragment,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0021_02222_collision_orbit_right_64_seed41222_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_0022_02222_collision_orbit_right_64_seed41222_local_scene_patch_drift,19fca32ea8850d8171e9d24ffeaf03ea61694a23c026a9ab7b92ff61f3c61485,local_scene_patch_drift,0.65,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0022_02222_collision_orbit_right_64_seed41222_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_0023_02222_collision_orbit_right_64_seed41222_background_drift_visible,19fca32ea8850d8171e9d24ffeaf03ea61694a23c026a9ab7b92ff61f3c61485,background_drift_visible,0.35,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0023_02222_collision_orbit_right_64_seed41222_background_drift_visible/loser_future.mp4,generated
v11_SYN_0024_02222_collision_orbit_right_64_seed41222_object_identity_color_shift,19fca32ea8850d8171e9d24ffeaf03ea61694a23c026a9ab7b92ff61f3c61485,object_identity_color_shift,0.4,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0024_02222_collision_orbit_right_64_seed41222_object_identity_color_shift/loser_future.mp4,generated
v11_SYN_0025_02226_collision_orbit_right_64_seed41226_collision_response_failure_synthetic,1cbeaad951cb1cf61abfeec4304bcdcf82c3013ecb9e22df3497c7ee5a143dbe,collision_response_failure_synthetic,0.55,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0025_02226_collision_orbit_right_64_seed41226_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_0026_02226_collision_orbit_right_64_seed41226_object_deformation_visible,1cbeaad951cb1cf61abfeec4304bcdcf82c3013ecb9e22df3497c7ee5a143dbe,object_deformation_visible,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0026_02226_collision_orbit_right_64_seed41226_object_deformation_visible/loser_future.mp4,generated
v11_SYN_0027_02226_collision_orbit_right_64_seed41226_object_duplicate_or_fragment,1cbeaad951cb1cf61abfeec4304bcdcf82c3013ecb9e22df3497c7ee5a143dbe,object_duplicate_or_fragment,0.65,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0027_02226_collision_orbit_right_64_seed41226_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_0028_02226_collision_orbit_right_64_seed41226_local_scene_patch_drift,1cbeaad951cb1cf61abfeec4304bcdcf82c3013ecb9e22df3497c7ee5a143dbe,local_scene_patch_drift,0.35,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0028_02226_collision_orbit_right_64_seed41226_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_0029_02226_collision_orbit_right_64_seed41226_background_drift_visible,1cbeaad951cb1cf61abfeec4304bcdcf82c3013ecb9e22df3497c7ee5a143dbe,background_drift_visible,0.4,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0029_02226_collision_orbit_right_64_seed41226_background_drift_visible/loser_future.mp4,generated
v11_SYN_0030_02226_collision_orbit_right_64_seed41226_object_identity_color_shift,1cbeaad951cb1cf61abfeec4304bcdcf82c3013ecb9e22df3497c7ee5a143dbe,object_identity_color_shift,0.45,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0030_02226_collision_orbit_right_64_seed41226_object_identity_color_shift/loser_future.mp4,generated
v11_SYN_0031_02228_collision_orbit_right_64_seed41228_collision_response_failure_synthetic,02228_collision_orbit_right_64_seed41228,collision_response_failure_synthetic,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0031_02228_collision_orbit_right_64_seed41228_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_0032_02228_collision_orbit_right_64_seed41228_object_deformation_visible,02228_collision_orbit_right_64_seed41228,object_deformation_visible,0.65,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0032_02228_collision_orbit_right_64_seed41228_object_deformation_visible/loser_future.mp4,generated
v11_SYN_0033_02228_collision_orbit_right_64_seed41228_object_duplicate_or_fragment,02228_collision_orbit_right_64_seed41228,object_duplicate_or_fragment,0.35,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0033_02228_collision_orbit_right_64_seed41228_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_0034_02228_collision_orbit_right_64_seed41228_local_scene_patch_drift,02228_collision_orbit_right_64_seed41228,local_scene_patch_drift,0.4,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0034_02228_collision_orbit_right_64_seed41228_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_0035_02228_collision_orbit_right_64_seed41228_background_drift_visible,02228_collision_orbit_right_64_seed41228,background_drift_visible,0.45,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0035_02228_collision_orbit_right_64_seed41228_background_drift_visible/loser_future.mp4,generated
v11_SYN_0036_02228_collision_orbit_right_64_seed41228_object_identity_color_shift,02228_collision_orbit_right_64_seed41228,object_identity_color_shift,0.5,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0036_02228_collision_orbit_right_64_seed41228_object_identity_color_shift/loser_future.mp4,generated
v11_SYN_0037_02239_collision_strafe_left_180_seed41239_collision_response_failure_synthetic,02239_collision_strafe_left_180_seed41239,collision_response_failure_synthetic,0.65,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0037_02239_collision_strafe_left_180_seed41239_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_0038_02239_collision_strafe_left_180_seed41239_object_deformation_visible,02239_collision_strafe_left_180_seed41239,object_deformation_visible,0.35,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0038_02239_collision_strafe_left_180_seed41239_object_deformation_visible/loser_future.mp4,generated
v11_SYN_0039_02239_collision_strafe_left_180_seed41239_object_duplicate_or_fragment,02239_collision_strafe_left_180_seed41239,object_duplicate_or_fragment,0.4,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0039_02239_collision_strafe_left_180_seed41239_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_0040_02239_collision_strafe_left_180_seed41239_local_scene_patch_drift,02239_collision_strafe_left_180_seed41239,local_scene_patch_drift,0.45,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0040_02239_collision_strafe_left_180_seed41239_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_0041_02239_collision_strafe_left_180_seed41239_background_drift_visible,02239_collision_strafe_left_180_seed41239,background_drift_visible,0.5,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0041_02239_collision_strafe_left_180_seed41239_background_drift_visible/loser_future.mp4,generated
v11_SYN_0042_02239_collision_strafe_left_180_seed41239_object_identity_color_shift,02239_collision_strafe_left_180_seed41239,object_identity_color_shift,0.55,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0042_02239_collision_strafe_left_180_seed41239_object_identity_color_shift/loser_future.mp4,generated
v11_SYN_0043_02259_collision_strafe_left_180_seed41259_collision_response_failure_synthetic,02259_collision_strafe_left_180_seed41259,collision_response_failure_synthetic,0.35,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0043_02259_collision_strafe_left_180_seed41259_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_0044_02259_collision_strafe_left_180_seed41259_object_deformation_visible,02259_collision_strafe_left_180_seed41259,object_deformation_visible,0.4,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0044_02259_collision_strafe_left_180_seed41259_object_deformation_visible/loser_future.mp4,generated
v11_SYN_0045_02259_collision_strafe_left_180_seed41259_object_duplicate_or_fragment,02259_collision_strafe_left_180_seed41259,object_duplicate_or_fragment,0.45,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0045_02259_collision_strafe_left_180_seed41259_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_0046_02259_collision_strafe_left_180_seed41259_local_scene_patch_drift,02259_collision_strafe_left_180_seed41259,local_scene_patch_drift,0.5,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0046_02259_collision_strafe_left_180_seed41259_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_0047_02259_collision_strafe_left_180_seed41259_background_drift_visible,02259_collision_strafe_left_180_seed41259,background_drift_visible,0.55,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0047_02259_collision_strafe_left_180_seed41259_background_drift_visible/loser_future.mp4,generated
v11_SYN_0048_02259_collision_strafe_left_180_seed41259_object_identity_color_shift,02259_collision_strafe_left_180_seed41259,object_identity_color_shift,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0048_02259_collision_strafe_left_180_seed41259_object_identity_color_shift/loser_future.mp4,generated
v11_SYN_0049_02262_collision_orbit_right_64_seed41262_collision_response_failure_synthetic,02262_collision_orbit_right_64_seed41262,collision_response_failure_synthetic,0.4,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0049_02262_collision_orbit_right_64_seed41262_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_0050_02262_collision_orbit_right_64_seed41262_object_deformation_visible,02262_collision_orbit_right_64_seed41262,object_deformation_visible,0.45,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0050_02262_collision_orbit_right_64_seed41262_object_deformation_visible/loser_future.mp4,generated
v11_SYN_0051_02262_collision_orbit_right_64_seed41262_object_duplicate_or_fragment,02262_collision_orbit_right_64_seed41262,object_duplicate_or_fragment,0.5,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0051_02262_collision_orbit_right_64_seed41262_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_0052_02262_collision_orbit_right_64_seed41262_local_scene_patch_drift,02262_collision_orbit_right_64_seed41262,local_scene_patch_drift,0.55,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0052_02262_collision_orbit_right_64_seed41262_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_0053_02262_collision_orbit_right_64_seed41262_background_drift_visible,02262_collision_orbit_right_64_seed41262,background_drift_visible,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0053_02262_collision_orbit_right_64_seed41262_background_drift_visible/loser_future.mp4,generated
v11_SYN_0054_02262_collision_orbit_right_64_seed41262_object_identity_color_shift,02262_collision_orbit_right_64_seed41262,object_identity_color_shift,0.65,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0054_02262_collision_orbit_right_64_seed41262_object_identity_color_shift/loser_future.mp4,generated
v11_SYN_0055_02276_collision_orbit_right_64_seed41276_collision_response_failure_synthetic,02276_collision_orbit_right_64_seed41276,collision_response_failure_synthetic,0.45,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0055_02276_collision_orbit_right_64_seed41276_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_0056_02276_collision_orbit_right_64_seed41276_object_deformation_visible,02276_collision_orbit_right_64_seed41276,object_deformation_visible,0.5,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0056_02276_collision_orbit_right_64_seed41276_object_deformation_visible/loser_future.mp4,generated
v11_SYN_0057_02276_collision_orbit_right_64_seed41276_object_duplicate_or_fragment,02276_collision_orbit_right_64_seed41276,object_duplicate_or_fragment,0.55,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0057_02276_collision_orbit_right_64_seed41276_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_0058_02276_collision_orbit_right_64_seed41276_local_scene_patch_drift,02276_collision_orbit_right_64_seed41276,local_scene_patch_drift,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0058_02276_collision_orbit_right_64_seed41276_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_0059_02276_collision_orbit_right_64_seed41276_background_drift_visible,02276_collision_orbit_right_64_seed41276,background_drift_visible,0.65,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0059_02276_collision_orbit_right_64_seed41276_background_drift_visible/loser_future.mp4,generated
v11_SYN_0060_02276_collision_orbit_right_64_seed41276_object_identity_color_shift,02276_collision_orbit_right_64_seed41276,object_identity_color_shift,0.35,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0060_02276_collision_orbit_right_64_seed41276_object_identity_color_shift/loser_future.mp4,generated
v11_SYN_0061_02284_collision_orbit_right_64_seed41284_collision_response_failure_synthetic,02284_collision_orbit_right_64_seed41284,collision_response_failure_synthetic,0.5,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0061_02284_collision_orbit_right_64_seed41284_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_0062_02284_collision_orbit_right_64_seed41284_object_deformation_visible,02284_collision_orbit_right_64_seed41284,object_deformation_visible,0.55,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0062_02284_collision_orbit_right_64_seed41284_object_deformation_visible/loser_future.mp4,generated
v11_SYN_0063_02284_collision_orbit_right_64_seed41284_object_duplicate_or_fragment,02284_collision_orbit_right_64_seed41284,object_duplicate_or_fragment,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0063_02284_collision_orbit_right_64_seed41284_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_0064_02284_collision_orbit_right_64_seed41284_local_scene_patch_drift,02284_collision_orbit_right_64_seed41284,local_scene_patch_drift,0.65,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0064_02284_collision_orbit_right_64_seed41284_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_0065_02284_collision_orbit_right_64_seed41284_background_drift_visible,02284_collision_orbit_right_64_seed41284,background_drift_visible,0.35,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0065_02284_collision_orbit_right_64_seed41284_background_drift_visible/loser_future.mp4,generated
v11_SYN_0066_02284_collision_orbit_right_64_seed41284_object_identity_color_shift,02284_collision_orbit_right_64_seed41284,object_identity_color_shift,0.4,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0066_02284_collision_orbit_right_64_seed41284_object_identity_color_shift/loser_future.mp4,generated
v11_SYN_0067_02286_collision_orbit_right_64_seed41286_collision_response_failure_synthetic,02286_collision_orbit_right_64_seed41286,collision_response_failure_synthetic,0.55,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0067_02286_collision_orbit_right_64_seed41286_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_0068_02286_collision_orbit_right_64_seed41286_object_deformation_visible,02286_collision_orbit_right_64_seed41286,object_deformation_visible,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0068_02286_collision_orbit_right_64_seed41286_object_deformation_visible/loser_future.mp4,generated
v11_SYN_0069_02286_collision_orbit_right_64_seed41286_object_duplicate_or_fragment,02286_collision_orbit_right_64_seed41286,object_duplicate_or_fragment,0.65,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0069_02286_collision_orbit_right_64_seed41286_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_0070_02286_collision_orbit_right_64_seed41286_local_scene_patch_drift,02286_collision_orbit_right_64_seed41286,local_scene_patch_drift,0.35,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0070_02286_collision_orbit_right_64_seed41286_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_0071_02286_collision_orbit_right_64_seed41286_background_drift_visible,02286_collision_orbit_right_64_seed41286,background_drift_visible,0.4,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0071_02286_collision_orbit_right_64_seed41286_background_drift_visible/loser_future.mp4,generated
v11_SYN_0072_02286_collision_orbit_right_64_seed41286_object_identity_color_shift,02286_collision_orbit_right_64_seed41286,object_identity_color_shift,0.45,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0072_02286_collision_orbit_right_64_seed41286_object_identity_color_shift/loser_future.mp4,generated
v11_SYN_0073_02288_collision_orbit_right_64_seed41288_collision_response_failure_synthetic,02288_collision_orbit_right_64_seed41288,collision_response_failure_synthetic,0.6,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0073_02288_collision_orbit_right_64_seed41288_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_0074_02288_collision_orbit_right_64_seed41288_object_deformation_visible,02288_collision_orbit_right_64_seed41288,object_deformation_visible,0.65,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0074_02288_collision_orbit_right_64_seed41288_object_deformation_visible/loser_future.mp4,generated
v11_SYN_0075_02288_collision_orbit_right_64_seed41288_object_duplicate_or_fragment,02288_collision_orbit_right_64_seed41288,object_duplicate_or_fragment,0.35,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0075_02288_collision_orbit_right_64_seed41288_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_0076_02288_collision_orbit_right_64_seed41288_local_scene_patch_drift,02288_collision_orbit_right_64_seed41288,local_scene_patch_drift,0.4,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0076_02288_collision_orbit_right_64_seed41288_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_0077_02288_collision_orbit_right_64_seed41288_background_drift_visible,02288_collision_orbit_right_64_seed41288,background_drift_visible,0.45,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0077_02288_collision_orbit_right_64_seed41288_background_drift_visible/loser_future.mp4,generated
v11_SYN_0078_02288_collision_orbit_right_64_seed41288_object_identity_color_shift,02288_collision_orbit_right_64_seed41288,object_identity_color_shift,0.5,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0078_02288_collision_orbit_right_64_seed41288_object_identity_color_shift/loser_future.mp4,generated
v11_SYN_0079_02292_collision_orbit_right_64_seed41292_collision_response_failure_synthetic,02292_collision_orbit_right_64_seed41292,collision_response_failure_synthetic,0.65,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0079_02292_collision_orbit_right_64_seed41292_collision_response_failure_synthetic/loser_future.mp4,generated
v11_SYN_0080_02292_collision_orbit_right_64_seed41292_object_deformation_visible,02292_collision_orbit_right_64_seed41292,object_deformation_visible,0.35,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0080_02292_collision_orbit_right_64_seed41292_object_deformation_visible/loser_future.mp4,generated
v11_SYN_0081_02292_collision_orbit_right_64_seed41292_object_duplicate_or_fragment,02292_collision_orbit_right_64_seed41292,object_duplicate_or_fragment,0.4,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0081_02292_collision_orbit_right_64_seed41292_object_duplicate_or_fragment/loser_future.mp4,generated
v11_SYN_0082_02292_collision_orbit_right_64_seed41292_local_scene_patch_drift,02292_collision_orbit_right_64_seed41292,local_scene_patch_drift,0.45,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0082_02292_collision_orbit_right_64_seed41292_local_scene_patch_drift/loser_future.mp4,generated
v11_SYN_0083_02292_collision_orbit_right_64_seed41292_background_drift_visible,02292_collision_orbit_right_64_seed41292,background_drift_visible,0.5,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0083_02292_collision_orbit_right_64_seed41292_background_drift_visible/loser_future.mp4,generated
v11_SYN_0084_02292_collision_orbit_right_64_seed41292_object_identity_color_shift,02292_collision_orbit_right_64_seed41292,object_identity_color_shift,0.55,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0084_02292_collision_orbit_right_64_seed41292_object_identity_color_shift/loser_future.mp4,generated
v11_SYN_0085_02295_collision_strafe_left_180_seed41295_collision_response_failure_synthetic,02295_collision_strafe_left_180_seed41295,collision_response_failure_synthetic,0.35,local_assets/dpo_pair_factory_v11/synthetic_pairs/pairs/v11_SYN_0085_02295_collision_strafe_left_180_seed41295_collision_response_failure_synthetic/loser_future.mp4,generated
