pair_id,backend,frame_indices,num_frames,winner_video,loser_video,winner_distance_to_reference,loser_distance_to_reference,vjepa_margin,token_relation_winner,token_relation_loser,token_relation_margin,status,error_reason,seconds,scheme_id,sample_id,worse_than_step0,identity_worse,artifact_worse,written_reason,vjepa_margin_float,token_relation_margin_float
E05_screen5_04351_containment_orbit_left_44_seed43351_step000_vs_step005,vjepa2_1_vit_base_224_local_ema_encoder,"{""winner"": [5, 16, 26, 37, 48, 59, 69, 80], ""loser"": [5, 16, 26, 37, 48, 59, 69, 80], ""winner_kind"": ""full"", ""loser_kind"": ""full""}",8,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E05_screen5/rollouts/step000/videos/04351_containment_orbit_left_44_seed43351_E05_screen5_step000.mp4,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E05_screen5/rollouts/step005/videos/04351_containment_orbit_left_44_seed43351_E05_screen5_step005.mp4,0.0,0.0016224384307861328,0.0016224384307861328,0.0,0.049108393490314484,0.049108393490314484,ok,,23.325,E05_screen5,04351_containment_orbit_left_44_seed43351,True,False,False,"Step005 reduces some step000 text-like artifacts but introduces a floating green object/object-count drift in later frames, so it is still visually worse for the DPO gate.",0.0016224384307861328,0.049108393490314484
E05_screen5_prefix5_anchored_1128e39109fc83_object_deformation_step000_vs_step005,vjepa2_1_vit_base_224_local_ema_encoder,"{""winner"": [5, 16, 26, 37, 48, 59, 69, 80], ""loser"": [5, 16, 26, 37, 48, 59, 69, 80], ""winner_kind"": ""full"", ""loser_kind"": ""full""}",8,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E05_screen5/rollouts/step000/videos/prefix5_anchored_1128e39109fc83_object_deformation_E05_screen5_step000.mp4,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E05_screen5/rollouts/step005/videos/prefix5_anchored_1128e39109fc83_object_deformation_E05_screen5_step005.mp4,0.0,0.004061639308929443,0.004061639308929443,0.0,0.07882597297430038,0.07882597297430038,ok,,21.808,E05_screen5,prefix5_anchored_1128e39109fc83_object_deformation,False,False,False,"Step005 improves over step000 by removing the obvious floating orange object and wall smear, but still has extra fragments compared with reference.",0.004061639308929443,0.07882597297430038
E07_screen200_04214_containment_orbit_left_44_seed43214_step000_vs_step200,vjepa2_1_vit_base_224_local_ema_encoder,"{""winner"": [5, 16, 26, 37, 48, 59, 69, 80], ""loser"": [5, 16, 26, 37, 48, 59, 69, 80], ""winner_kind"": ""full"", ""loser_kind"": ""full""}",8,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E07_screen200/rollouts/step000_v2v5/videos/04214_containment_orbit_left_44_seed43214_E07_screen200_step000_v2v5.mp4,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E07_screen200/rollouts/step200_v2v5/videos/04214_containment_orbit_left_44_seed43214_E07_screen200_step200_v2v5.mp4,0.0,0.0042841434478759766,0.0042841434478759766,0.0,0.0725545585155487,0.0725545585155487,ok,,27.552,E07_screen200,04214_containment_orbit_left_44_seed43214,True,True,True,"Step200 preserves prefix but adds more right-side duplicate foreground objects, wall/text artifacts, and foreground clutter compared with step0; generated future is visibly more contaminated.",0.0042841434478759766,0.0725545585155487
E07_screen200_04279_containment_orbit_left_44_seed43279_step000_vs_step200,vjepa2_1_vit_base_224_local_ema_encoder,"{""winner"": [5, 16, 26, 37, 48, 59, 69, 80], ""loser"": [5, 16, 26, 37, 48, 59, 69, 80], ""winner_kind"": ""full"", ""loser_kind"": ""full""}",8,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E07_screen200/rollouts/step000_v2v5/videos/04279_containment_orbit_left_44_seed43279_E07_screen200_step000_v2v5.mp4,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E07_screen200/rollouts/step200_v2v5/videos/04279_containment_orbit_left_44_seed43279_E07_screen200_step200_v2v5.mp4,0.0,0.00247037410736084,0.00247037410736084,0.0,0.05776410549879074,0.05776410549879074,ok,,27.452,E07_screen200,04279_containment_orbit_left_44_seed43279,True,True,True,Step200 increases right-edge/foreground duplicate objects and late-frame artifact clutter; final frame includes stronger scene contamination than step0.,0.00247037410736084,0.05776410549879074
E07_screen200_04351_containment_orbit_left_44_seed43351_step000_vs_step200,vjepa2_1_vit_base_224_local_ema_encoder,"{""winner"": [5, 16, 26, 37, 48, 59, 69, 80], ""loser"": [5, 16, 26, 37, 48, 59, 69, 80], ""winner_kind"": ""full"", ""loser_kind"": ""full""}",8,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E07_screen200/rollouts/step000_v2v5/videos/04351_containment_orbit_left_44_seed43351_E07_screen200_step000_v2v5.mp4,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E07_screen200/rollouts/step200_v2v5/videos/04351_containment_orbit_left_44_seed43351_E07_screen200_step200_v2v5.mp4,0.0,0.0012190937995910645,0.0012190937995910645,0.0,0.05794818326830864,0.05794818326830864,ok,,26.42,E07_screen200,04351_containment_orbit_left_44_seed43351,True,True,True,Step200 shows more duplicated foreground balls/edge clutter and identity contamination than step0; GT-like object layout is not protected.,0.0012190937995910645,0.05794818326830864
E07_screen200_prefix5_anchored_1128e39109fc83_object_deformation_step000_vs_step200,vjepa2_1_vit_base_224_local_ema_encoder,"{""winner"": [5, 16, 26, 37, 48, 59, 69, 80], ""loser"": [5, 16, 26, 37, 48, 59, 69, 80], ""winner_kind"": ""full"", ""loser_kind"": ""full""}",8,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E07_screen200/rollouts/step000_v2v5/videos/prefix5_anchored_1128e39109fc83_object_deformation_E07_screen200_step000_v2v5.mp4,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E07_screen200/rollouts/step200_v2v5/videos/prefix5_anchored_1128e39109fc83_object_deformation_E07_screen200_step200_v2v5.mp4,0.0,0.010382771492004395,0.010382771492004395,0.0,0.10660583525896072,0.10660583525896072,ok,,22.418,E07_screen200,prefix5_anchored_1128e39109fc83_object_deformation,True,True,True,Step200 adds more green foreground duplicates across future frames and worsens object identity/scene clutter compared with step0.,0.010382771492004395,0.10660583525896072
E09_screen200_04214_containment_orbit_left_44_seed43214_step000_vs_step050,vjepa2_1_vit_base_224_local_ema_encoder,"{""winner"": [5, 16, 26, 37, 48, 59, 69, 80], ""loser"": [5, 16, 26, 37, 48, 59, 69, 80], ""winner_kind"": ""full"", ""loser_kind"": ""full""}",8,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E09_screen200/rollouts/step000_v2v5/videos/04214_containment_orbit_left_44_seed43214_original_fast.mp4,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E09_screen200/rollouts/step050_v2v5/videos/04214_containment_orbit_left_44_seed43214_original_fast.mp4,0.0,0.0060541629791259766,0.0060541629791259766,0.0,0.0731334313750267,0.0731334313750267,ok,,23.242,E09_screen200,04214_containment_orbit_left_44_seed43214,True,True,True,Step50 adds large foreground duplicate blobs and yellow/green artifacts; scene becomes more contaminated than step0.,0.0060541629791259766,0.0731334313750267
E09_screen200_04279_containment_orbit_left_44_seed43279_step000_vs_step050,vjepa2_1_vit_base_224_local_ema_encoder,"{""winner"": [5, 16, 26, 37, 48, 59, 69, 80], ""loser"": [5, 16, 26, 37, 48, 59, 69, 80], ""winner_kind"": ""full"", ""loser_kind"": ""full""}",8,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E09_screen200/rollouts/step000_v2v5/videos/04279_containment_orbit_left_44_seed43279_original_fast.mp4,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E09_screen200/rollouts/step050_v2v5/videos/04279_containment_orbit_left_44_seed43279_original_fast.mp4,0.0,0.0019084811210632324,0.0019084811210632324,0.0,0.052101753652095795,0.052101753652095795,ok,,24.424,E09_screen200,04279_containment_orbit_left_44_seed43279,True,True,True,Step50 is at best mixed and not better; crowd/fragment artifacts remain and yellow/orange floor artifact appears near late frames.,0.0019084811210632324,0.052101753652095795
E09_screen200_04351_containment_orbit_left_44_seed43351_step000_vs_step050,vjepa2_1_vit_base_224_local_ema_encoder,"{""winner"": [5, 16, 26, 37, 48, 59, 69, 80], ""loser"": [5, 16, 26, 37, 48, 59, 69, 80], ""winner_kind"": ""full"", ""loser_kind"": ""full""}",8,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E09_screen200/rollouts/step000_v2v5/videos/04351_containment_orbit_left_44_seed43351_original_fast.mp4,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E09_screen200/rollouts/step050_v2v5/videos/04351_containment_orbit_left_44_seed43351_original_fast.mp4,0.0,0.0014584064483642578,0.0014584064483642578,0.0,0.05793153867125511,0.05793153867125511,ok,,23.224,E09_screen200,04351_containment_orbit_left_44_seed43351,True,True,True,Step50 introduces larger foreground object pollution and duplicate colored balls near the camera; visual clutter increases.,0.0014584064483642578,0.05793153867125511
E09_screen200_prefix5_anchored_1128e39109fc83_object_deformation_step000_vs_step050,vjepa2_1_vit_base_224_local_ema_encoder,"{""winner"": [5, 16, 26, 37, 48, 59, 69, 80], ""loser"": [5, 16, 26, 37, 48, 59, 69, 80], ""winner_kind"": ""full"", ""loser_kind"": ""full""}",8,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E09_screen200/rollouts/step000_v2v5/videos/prefix5_anchored_1128e39109fc83_object_deformation_original_fast.mp4,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E09_screen200/rollouts/step050_v2v5/videos/prefix5_anchored_1128e39109fc83_object_deformation_original_fast.mp4,0.0,0.007237434387207031,0.007237434387207031,0.0,0.09631488472223282,0.09631488472223282,ok,,16.723,E09_screen200,prefix5_anchored_1128e39109fc83_object_deformation,True,True,True,Step50 shows white text/line artifacts and extra duplicated green object regions; worse than step0 despite stable camera.,0.007237434387207031,0.09631488472223282
E10_screen100_04214_containment_orbit_left_44_seed43214_step000_vs_step100,vjepa2_1_vit_base_224_local_ema_encoder,"{""winner"": [5, 16, 26, 37, 48, 59, 69, 80], ""loser"": [5, 16, 26, 37, 48, 59, 69, 80], ""winner_kind"": ""full"", ""loser_kind"": ""full""}",8,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E10_screen100/rollouts/step000_v2v5/videos/04214_containment_orbit_left_44_seed43214_original_fast.mp4,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E10_screen100/rollouts/step100_v2v5/videos/04214_containment_orbit_left_44_seed43214_original_fast.mp4,0.0,0.0022358298301696777,0.0022358298301696777,0.0,0.05159546434879303,0.05159546434879303,ok,,20.032,E10_screen100,04214_containment_orbit_left_44_seed43214,True,True,True,Step100 remains artifact-heavy with duplicated/fragmented foreground objects near late frames; not a clean improvement over step0.,0.0022358298301696777,0.05159546434879303
E10_screen100_04279_containment_orbit_left_44_seed43279_step000_vs_step100,vjepa2_1_vit_base_224_local_ema_encoder,"{""winner"": [5, 16, 26, 37, 48, 59, 69, 80], ""loser"": [5, 16, 26, 37, 48, 59, 69, 80], ""winner_kind"": ""full"", ""loser_kind"": ""full""}",8,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E10_screen100/rollouts/step000_v2v5/videos/04279_containment_orbit_left_44_seed43279_original_fast.mp4,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E10_screen100/rollouts/step100_v2v5/videos/04279_containment_orbit_left_44_seed43279_original_fast.mp4,0.0,0.0031191110610961914,0.0031191110610961914,0.0,0.054163072258234024,0.054163072258234024,ok,,27.08,E10_screen100,04279_containment_orbit_left_44_seed43279,False,False,False,"Step100 is mixed and slightly cleaner in some mid frames, but still has late-frame crowding; not sufficient alone for PASS.",0.0031191110610961914,0.054163072258234024
E10_screen100_04351_containment_orbit_left_44_seed43351_step000_vs_step100,vjepa2_1_vit_base_224_local_ema_encoder,"{""winner"": [5, 16, 26, 37, 48, 59, 69, 80], ""loser"": [5, 16, 26, 37, 48, 59, 69, 80], ""winner_kind"": ""full"", ""loser_kind"": ""full""}",8,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E10_screen100/rollouts/step000_v2v5/videos/04351_containment_orbit_left_44_seed43351_original_fast.mp4,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E10_screen100/rollouts/step100_v2v5/videos/04351_containment_orbit_left_44_seed43351_original_fast.mp4,0.0,0.001590430736541748,0.001590430736541748,0.0,0.06045518070459366,0.06045518070459366,ok,,18.885,E10_screen100,04351_containment_orbit_left_44_seed43351,False,False,False,"Step100 is roughly comparable to step0, with no decisive visual improvement and persistent foreground clutter.",0.001590430736541748,0.06045518070459366
E10_screen100_prefix5_anchored_1128e39109fc83_object_deformation_step000_vs_step100,vjepa2_1_vit_base_224_local_ema_encoder,"{""winner"": [5, 16, 26, 37, 48, 59, 69, 80], ""loser"": [5, 16, 26, 37, 48, 59, 69, 80], ""winner_kind"": ""full"", ""loser_kind"": ""full""}",8,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E10_screen100/rollouts/step000_v2v5/videos/prefix5_anchored_1128e39109fc83_object_deformation_original_fast.mp4,/home/nvme04/workspace/world_model_phys/PHYS/world_model_phys_stageA_v5_broad_lora_work/local_assets/dpo_utility_calibration_v14/objective_search/E10_screen100/rollouts/step100_v2v5/videos/prefix5_anchored_1128e39109fc83_object_deformation_original_fast.mp4,0.0,0.0033361315727233887,0.0033361315727233887,0.0,0.08488648384809494,0.08488648384809494,ok,,12.799,E10_screen100,prefix5_anchored_1128e39109fc83_object_deformation,True,True,True,"Step100 clearly increases duplicate green balls/black fragments across the future frames, worsening object identity and fragment artifacts.",0.0033361315727233887,0.08488648384809494
