module_name,group,rank_observed,shape,dtype,requires_grad_default,recommended_lora_group,memory_risk,module_regex,status
blocks.2.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.2\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.2.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.2\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.3.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.3\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.3.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.3\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.3.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.3\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.3.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.3\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.4.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.4\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.4.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.4\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.4.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.4\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.4.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.4\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.5.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.5\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.5.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.5\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.5.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.5\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.5.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.5\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.6.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.6\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.6.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.6\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.6.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.6\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.6.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.6\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.7.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.7\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.7.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.7\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.7.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.7\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.7.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.7\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.8.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.8\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.8.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.8\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.8.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.8\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.8.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.8\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.9.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.9\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.9.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.9\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.9.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.9\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.9.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.9\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.10.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.10\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.10.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.10\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.10.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.10\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.10.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.10\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.11.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.11\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.11.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.11\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.11.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.11\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.11.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.11\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.12.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.12\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.12.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.12\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.12.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.12\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.12.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.12\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.13.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.13\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.13.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.13\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.13.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.13\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.13.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.13\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.14.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.14\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.14.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.14\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.14.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.14\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.14.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.14\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.15.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.15\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.15.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.15\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.15.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.15\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.15.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.15\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.16.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.16\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.16.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.16\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.16.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.16\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.16.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.16\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.17.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.17\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.17.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.17\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.17.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.17\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.17.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.17\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.18.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.18\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.18.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.18\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.18.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.18\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.18.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.18\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.19.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.19\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.19.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.19\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.19.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.19\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.19.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.19\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.20.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.20\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.20.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.20\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.20.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.20\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.20.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.20\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.21.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.21\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.21.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.21\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.21.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.21\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.21.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.21\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.22.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.22\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.22.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.22\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
blocks.22.cam_scale_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.22\.cam_scale_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.22.cam_shift_layer,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.22\.cam_shift_layer,HISTORICAL_RUNTIME_VERIFIED
blocks.23.cam_injector_layer1,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.23\.cam_injector_layer1,HISTORICAL_RUNTIME_VERIFIED
blocks.23.cam_injector_layer2,camera_conditioning,4,NOT_STORED_IN_HISTORICAL_INVENTORY,NOT_STORED_IN_HISTORICAL_INVENTORY,False after LoRA wrapping; LoRA A/B true,camera_conditioning,low,blocks\.23\.cam_injector_layer2,HISTORICAL_RUNTIME_VERIFIED
