sample_id,model_key,checkpoint,template,camera_motion,background_stability,camera_following,foreground_identity,object_deformation,physical_event,reobserve,freeze,visual_quality,sharpness_ok,too_blurry,too_collapsed,too_similar_to_winner,medium_hard_loser_candidate,failure_tags,written_reason,existing_typeB_gate_pass,existing_reject_reasons,video_path,contact_sheet_path
04214_containment_orbit_left_44_seed43214,A_camera_r4,step050,containment,orbit_left_44,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/04214_containment_orbit_left_44_seed43214_A_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_04214_containment_orbit_left_44_seed43214.jpg
04228_containment_orbit_left_44_seed43228,A_camera_r4,step050,containment,orbit_left_44,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/04228_containment_orbit_left_44_seed43228_A_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_04228_containment_orbit_left_44_seed43228.jpg
01002_drop_orbit_left_72_seed40002,A_camera_r4,step050,drop,orbit_left_72,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/01002_drop_orbit_left_72_seed40002_A_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_01002_drop_orbit_left_72_seed40002.jpg
01008_drop_orbit_left_72_seed40008,A_camera_r4,step050,drop,orbit_left_72,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/01008_drop_orbit_left_72_seed40008_A_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_01008_drop_orbit_left_72_seed40008.jpg
01013_drop_orbit_left_72_seed40013,A_camera_r4,step050,drop,orbit_left_72,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/01013_drop_orbit_left_72_seed40013_A_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_01013_drop_orbit_left_72_seed40013.jpg
01014_drop_orbit_left_72_seed40014,A_camera_r4,step050,drop,orbit_left_72,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/01014_drop_orbit_left_72_seed40014_A_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_01014_drop_orbit_left_72_seed40014.jpg
03409_roll_orbit_right_60_seed42409,A_camera_r4,step050,roll,orbit_right_60,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/03409_roll_orbit_right_60_seed42409_A_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_03409_roll_orbit_right_60_seed42409.jpg
03410_roll_orbit_right_60_seed42410,A_camera_r4,step050,roll,orbit_right_60,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/03410_roll_orbit_right_60_seed42410_A_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_03410_roll_orbit_right_60_seed42410.jpg
03413_roll_orbit_right_60_seed42413,A_camera_r4,step050,roll,orbit_right_60,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/03413_roll_orbit_right_60_seed42413_A_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_03413_roll_orbit_right_60_seed42413.jpg
03418_roll_orbit_right_60_seed42418,A_camera_r4,step050,roll,orbit_right_60,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;mild_physical_failure,"Existing candidate_generator_v2 gate failed for this row; Codex inspected A overview this round. stable and clear, but conservative; many samples are too similar to winner/GT for loser-source use",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/03418_roll_orbit_right_60_seed42418_A_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_03418_roll_orbit_right_60_seed42418.jpg
02200_collision_orbit_right_64_seed41200,B_camera_r8,step050,collision,orbit_right_64,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/02200_collision_orbit_right_64_seed41200_B_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_02200_collision_orbit_right_64_seed41200.jpg
02202_collision_orbit_right_64_seed41202,B_camera_r8,step050,collision,orbit_right_64,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/02202_collision_orbit_right_64_seed41202_B_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_02202_collision_orbit_right_64_seed41202.jpg
02222_collision_orbit_right_64_seed41222,B_camera_r8,step050,collision,orbit_right_64,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/02222_collision_orbit_right_64_seed41222_B_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_02222_collision_orbit_right_64_seed41222.jpg
02226_collision_orbit_right_64_seed41226,B_camera_r8,step050,collision,orbit_right_64,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/02226_collision_orbit_right_64_seed41226_B_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_02226_collision_orbit_right_64_seed41226.jpg
04204_containment_orbit_left_44_seed43204,B_camera_r8,step050,containment,orbit_left_44,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/04204_containment_orbit_left_44_seed43204_B_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_04204_containment_orbit_left_44_seed43204.jpg
04209_containment_orbit_left_44_seed43209,B_camera_r8,step050,containment,orbit_left_44,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/04209_containment_orbit_left_44_seed43209_B_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_04209_containment_orbit_left_44_seed43209.jpg
04214_containment_orbit_left_44_seed43214,B_camera_r8,step050,containment,orbit_left_44,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/04214_containment_orbit_left_44_seed43214_B_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_04214_containment_orbit_left_44_seed43214.jpg
04228_containment_orbit_left_44_seed43228,B_camera_r8,step050,containment,orbit_left_44,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/04228_containment_orbit_left_44_seed43228_B_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_04228_containment_orbit_left_44_seed43228.jpg
01002_drop_orbit_left_72_seed40002,B_camera_r8,step050,drop,orbit_left_72,2,1,2,0,1,1,0,2,no,yes,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/01002_drop_orbit_left_72_seed40002_B_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_01002_drop_orbit_left_72_seed40002.jpg
01008_drop_orbit_left_72_seed40008,B_camera_r8,step050,drop,orbit_left_72,2,1,2,0,1,1,0,2,yes,no,no,yes,no,too_similar_to_winner;stable_camera_candidate,"Existing candidate_generator_v2 gate failed for this row; Codex inspected B overview this round. clearest/stablest camera-only candidate; best generator fallback, but still too mild as a loser source",false,no_new_clear_medium_hard_visual_advantage,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/01008_drop_orbit_left_72_seed40008_B_step050.mp4,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_01008_drop_orbit_left_72_seed40008.jpg
