blur_laplacian,contact_sheet,flicker_proxy,freeze_rate,model,reject_reasons,sample_id,typeB_quality_gate_pass,video_path,visual_inspection_status,written_reason
484.63817561206827,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/original_fast/contact_sheets/original_fast_01013_drop_orbit_left_72_seed40013.jpg,0.003867140514920671,0.0,original_fast,no_new_clear_medium_hard_visual_advantage,01013_drop_orbit_left_72_seed40013,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/original_fast/videos/01013_drop_orbit_left_72_seed40013_original_fast.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
322.45892460160627,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/original_fast/contact_sheets/original_fast_01014_drop_orbit_left_72_seed40014.jpg,0.004389500614733889,0.0,original_fast,no_new_clear_medium_hard_visual_advantage,01014_drop_orbit_left_72_seed40014,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/original_fast/videos/01014_drop_orbit_left_72_seed40014_original_fast.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
432.47753920097,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/original_fast/contact_sheets/original_fast_03409_roll_orbit_right_60_seed42409.jpg,0.0024856702965996335,0.0,original_fast,no_new_clear_medium_hard_visual_advantage,03409_roll_orbit_right_60_seed42409,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/original_fast/videos/03409_roll_orbit_right_60_seed42409_original_fast.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
157.5057640435077,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/original_fast/contact_sheets/original_fast_03410_roll_orbit_right_60_seed42410.jpg,0.002902092466835004,0.0,original_fast,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,03410_roll_orbit_right_60_seed42410,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/original_fast/videos/03410_roll_orbit_right_60_seed42410_original_fast.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
288.9407379765825,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/original_fast/contact_sheets/original_fast_03413_roll_orbit_right_60_seed42413.jpg,0.002067743485133426,0.0,original_fast,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,03413_roll_orbit_right_60_seed42413,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/original_fast/videos/03413_roll_orbit_right_60_seed42413_original_fast.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
272.2556416966839,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/original_fast/contact_sheets/original_fast_03418_roll_orbit_right_60_seed42418.jpg,0.0030165104574367877,0.0,original_fast,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,03418_roll_orbit_right_60_seed42418,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/original_fast/videos/03418_roll_orbit_right_60_seed42418_original_fast.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
103.5050028749488,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_02200_collision_orbit_right_64_seed41200.jpg,0.0028590623379139046,0.0,A_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,02200_collision_orbit_right_64_seed41200,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/02200_collision_orbit_right_64_seed41200_A_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
362.660891764357,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_02202_collision_orbit_right_64_seed41202.jpg,0.0025288944564964893,0.0,A_step050,no_new_clear_medium_hard_visual_advantage,02202_collision_orbit_right_64_seed41202,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/02202_collision_orbit_right_64_seed41202_A_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
265.66635916398656,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_02222_collision_orbit_right_64_seed41222.jpg,0.0020636258271362787,0.0,A_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,02222_collision_orbit_right_64_seed41222,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/02222_collision_orbit_right_64_seed41222_A_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
131.2806394256386,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_02226_collision_orbit_right_64_seed41226.jpg,0.005412275053339254,0.0,A_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,02226_collision_orbit_right_64_seed41226,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/02226_collision_orbit_right_64_seed41226_A_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
351.93775587578017,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_04204_containment_orbit_left_44_seed43204.jpg,0.0047350987442404706,0.0,A_step050,no_new_clear_medium_hard_visual_advantage,04204_containment_orbit_left_44_seed43204,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/04204_containment_orbit_left_44_seed43204_A_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
231.31949382832397,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_04209_containment_orbit_left_44_seed43209.jpg,0.003586129219011518,0.0,A_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,04209_containment_orbit_left_44_seed43209,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/04209_containment_orbit_left_44_seed43209_A_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
459.4303737340825,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_04214_containment_orbit_left_44_seed43214.jpg,0.00499934457057327,0.0,A_step050,no_new_clear_medium_hard_visual_advantage,04214_containment_orbit_left_44_seed43214,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/04214_containment_orbit_left_44_seed43214_A_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
549.0993070778936,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_04228_containment_orbit_left_44_seed43228.jpg,0.003574810041064464,0.0,A_step050,no_new_clear_medium_hard_visual_advantage,04228_containment_orbit_left_44_seed43228,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/04228_containment_orbit_left_44_seed43228_A_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
275.24781216833566,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_01002_drop_orbit_left_72_seed40002.jpg,0.003850715500720711,0.0,A_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,01002_drop_orbit_left_72_seed40002,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/01002_drop_orbit_left_72_seed40002_A_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
294.2076928648139,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_01008_drop_orbit_left_72_seed40008.jpg,0.003331070964473912,0.0,A_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,01008_drop_orbit_left_72_seed40008,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/01008_drop_orbit_left_72_seed40008_A_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
436.07983401994125,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_01013_drop_orbit_left_72_seed40013.jpg,0.003907976639515768,0.0,A_step050,no_new_clear_medium_hard_visual_advantage,01013_drop_orbit_left_72_seed40013,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/01013_drop_orbit_left_72_seed40013_A_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
348.51819134079886,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_01014_drop_orbit_left_72_seed40014.jpg,0.004581104773843155,0.0,A_step050,no_new_clear_medium_hard_visual_advantage,01014_drop_orbit_left_72_seed40014,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/01014_drop_orbit_left_72_seed40014_A_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
228.10928678001684,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_03409_roll_orbit_right_60_seed42409.jpg,0.0023840374681396437,0.0,A_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,03409_roll_orbit_right_60_seed42409,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/03409_roll_orbit_right_60_seed42409_A_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
175.35290017135716,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_03410_roll_orbit_right_60_seed42410.jpg,0.0023973740213181997,0.0,A_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,03410_roll_orbit_right_60_seed42410,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/03410_roll_orbit_right_60_seed42410_A_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
322.54475165019915,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_03413_roll_orbit_right_60_seed42413.jpg,0.0017707675790821003,0.0,A_step050,no_new_clear_medium_hard_visual_advantage,03413_roll_orbit_right_60_seed42413,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/03413_roll_orbit_right_60_seed42413_A_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
147.34684546049326,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/A_step050/contact_sheets/A_step050_03418_roll_orbit_right_60_seed42418.jpg,0.0035149609939318246,0.0,A_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,03418_roll_orbit_right_60_seed42418,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/A_step050/videos/03418_roll_orbit_right_60_seed42418_A_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
104.44572716584601,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_02200_collision_orbit_right_64_seed41200.jpg,0.0026710527859715714,0.0,B_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,02200_collision_orbit_right_64_seed41200,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/02200_collision_orbit_right_64_seed41200_B_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
365.9848582526076,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_02202_collision_orbit_right_64_seed41202.jpg,0.002627806625124892,0.0,B_step050,no_new_clear_medium_hard_visual_advantage,02202_collision_orbit_right_64_seed41202,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/02202_collision_orbit_right_64_seed41202_B_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
258.7637931407071,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_02222_collision_orbit_right_64_seed41222.jpg,0.00217862690505851,0.0,B_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,02222_collision_orbit_right_64_seed41222,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/02222_collision_orbit_right_64_seed41222_B_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
245.31198488079534,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_02226_collision_orbit_right_64_seed41226.jpg,0.006223398738552548,0.0,B_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,02226_collision_orbit_right_64_seed41226,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/02226_collision_orbit_right_64_seed41226_B_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
405.2414796260514,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_04204_containment_orbit_left_44_seed43204.jpg,0.004656454919581441,0.0,B_step050,no_new_clear_medium_hard_visual_advantage,04204_containment_orbit_left_44_seed43204,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/04204_containment_orbit_left_44_seed43204_B_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
272.36715430232283,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_04209_containment_orbit_left_44_seed43209.jpg,0.0033922384527082434,0.0,B_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,04209_containment_orbit_left_44_seed43209,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/04209_containment_orbit_left_44_seed43209_B_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
493.8096717265221,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_04214_containment_orbit_left_44_seed43214.jpg,0.00496375474027245,0.0,B_step050,no_new_clear_medium_hard_visual_advantage,04214_containment_orbit_left_44_seed43214,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/04214_containment_orbit_left_44_seed43214_B_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
540.7068167127902,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_04228_containment_orbit_left_44_seed43228.jpg,0.0031404726340998933,0.0,B_step050,no_new_clear_medium_hard_visual_advantage,04228_containment_orbit_left_44_seed43228,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/04228_containment_orbit_left_44_seed43228_B_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
257.6229714943575,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_01002_drop_orbit_left_72_seed40002.jpg,0.003551368215453977,0.0,B_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,01002_drop_orbit_left_72_seed40002,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/01002_drop_orbit_left_72_seed40002_B_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
306.7463609303132,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_01008_drop_orbit_left_72_seed40008.jpg,0.0033433994515324867,0.0,B_step050,no_new_clear_medium_hard_visual_advantage,01008_drop_orbit_left_72_seed40008,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/01008_drop_orbit_left_72_seed40008_B_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
492.16514260675666,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_01013_drop_orbit_left_72_seed40013.jpg,0.003937401977689007,0.0,B_step050,no_new_clear_medium_hard_visual_advantage,01013_drop_orbit_left_72_seed40013,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/01013_drop_orbit_left_72_seed40013_B_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
357.71621727057254,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_01014_drop_orbit_left_72_seed40014.jpg,0.00444008129562276,0.0,B_step050,no_new_clear_medium_hard_visual_advantage,01014_drop_orbit_left_72_seed40014,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/01014_drop_orbit_left_72_seed40014_B_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
354.7890253287068,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_03409_roll_orbit_right_60_seed42409.jpg,0.00227102368505419,0.0,B_step050,no_new_clear_medium_hard_visual_advantage,03409_roll_orbit_right_60_seed42409,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/03409_roll_orbit_right_60_seed42409_B_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
169.31723442396626,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_03410_roll_orbit_right_60_seed42410.jpg,0.002855417638188828,0.0,B_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,03410_roll_orbit_right_60_seed42410,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/03410_roll_orbit_right_60_seed42410_B_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
314.20747442602504,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_03413_roll_orbit_right_60_seed42413.jpg,0.002021512155860406,0.0,B_step050,no_new_clear_medium_hard_visual_advantage,03413_roll_orbit_right_60_seed42413,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/03413_roll_orbit_right_60_seed42413_B_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
118.20066606042428,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/B_step050/contact_sheets/B_step050_03418_roll_orbit_right_60_seed42418.jpg,0.003048762482618004,0.0,B_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,03418_roll_orbit_right_60_seed42418,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/B_step050/videos/03418_roll_orbit_right_60_seed42418_B_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
121.24931164844632,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/C_step050/contact_sheets/C_step050_02200_collision_orbit_right_64_seed41200.jpg,0.0029895268517988274,0.0,C_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,02200_collision_orbit_right_64_seed41200,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/C_step050/videos/02200_collision_orbit_right_64_seed41200_C_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
343.9106780114635,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/C_step050/contact_sheets/C_step050_02202_collision_orbit_right_64_seed41202.jpg,0.0032319435097148273,0.0125,C_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,02202_collision_orbit_right_64_seed41202,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/C_step050/videos/02202_collision_orbit_right_64_seed41202_C_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
272.649824735668,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/video_audit_screen/C_step050/contact_sheets/C_step050_02222_collision_orbit_right_64_seed41222.jpg,0.0027600665159564237,0.0,C_step050,sharpness_or_freeze_gate_failed;no_new_clear_medium_hard_visual_advantage,02222_collision_orbit_right_64_seed41222,false,local_assets/overnight_quant_lora_dpo_20260624_overnight_test/screen16_rollouts/C_step050/videos/02222_collision_orbit_right_64_seed41222_C_step050.mp4,codex_overview_inspected,overview inspected; no clearly sharper medium-hard TypeB loser versus Original Fast
