index,pair_id,prefix_len,pair_type,sample_id,template,camera_variant,corruption_type,winner_source,loser_source,reward_margin,contact_sheet,written_reason,winner_visual_quality,loser_visual_quality,winner_physical_consistency,loser_physical_consistency,winner_camera_following,loser_camera_following,winner_foreground_identity,loser_foreground_identity,is_valid_preference,is_too_easy,is_loser_collapsed,is_winner_bad,winner_mean_luma,loser_mean_luma,winner_blur_laplacian,loser_blur_laplacian,winner_freeze_ratio,loser_freeze_ratio
13,prefix5_anchored_470b92adb1d905_reobserve_mismatch,5,clean_gt_future_vs_corrupted_gt_future,02202_collision_orbit_right_64_seed41202,collision,orbit_right_64,reobserve_mismatch,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/013_prefix5_anchored_470b92adb1d905_reobserve_mismatch.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies reobserve_mismatch only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,81.74647811784897,81.20294443649885,1730.557461540504,1683.8550994471652,0.013333333333333334,0.0
14,prefix5_anchored_3a8412d16577de_freeze_foreground,5,clean_gt_future_vs_corrupted_gt_future,02202_collision_orbit_right_64_seed41202,collision,orbit_right_64,freeze_foreground,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/014_prefix5_anchored_3a8412d16577de_freeze_foreground.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies freeze_foreground only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,81.74647811784897,82.56145863129292,1730.557461540504,1816.0501692779183,0.013333333333333334,0.013333333333333334
15,prefix5_anchored_bdd57e1ace3182_background_drift,5,clean_gt_future_vs_corrupted_gt_future,02202_collision_orbit_right_64_seed41202,collision,orbit_right_64,background_drift,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/015_prefix5_anchored_bdd57e1ace3182_background_drift.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies background_drift only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,81.74647811784897,81.85509868421053,1730.557461540504,1509.650417211637,0.013333333333333334,0.0
16,prefix5_anchored_5ca6a33615dc41_nonrigid_background_warp,5,clean_gt_future_vs_corrupted_gt_future,02202_collision_orbit_right_64_seed41202,collision,orbit_right_64,nonrigid_background_warp,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/016_prefix5_anchored_5ca6a33615dc41_nonrigid_background_warp.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies nonrigid_background_warp only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,81.74647811784897,81.77004880577805,1730.557461540504,1240.883716116896,0.013333333333333334,0.0
17,prefix5_anchored_b53ac764435975_object_deformation,5,clean_gt_future_vs_corrupted_gt_future,02202_collision_orbit_right_64_seed41202,collision,orbit_right_64,object_deformation,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/017_prefix5_anchored_b53ac764435975_object_deformation.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies object_deformation only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,81.74647811784897,81.72026154891306,1730.557461540504,1680.7172691778037,0.013333333333333334,0.013333333333333334
18,prefix5_anchored_0e3d5fe349caa2_object_identity_change,5,clean_gt_future_vs_corrupted_gt_future,02202_collision_orbit_right_64_seed41202,collision,orbit_right_64,object_identity_change,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/018_prefix5_anchored_0e3d5fe349caa2_object_identity_change.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies object_identity_change only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,81.74647811784897,81.45587188930206,1730.557461540504,1734.204735210412,0.013333333333333334,0.013333333333333334
19,prefix5_anchored_94703d25f70f54_wrong_camera_motion,5,clean_gt_future_vs_corrupted_gt_future,02202_collision_orbit_right_64_seed41202,collision,orbit_right_64,wrong_camera_motion,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/019_prefix5_anchored_94703d25f70f54_wrong_camera_motion.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies wrong_camera_motion only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,81.74647811784897,81.74647811784897,1730.557461540504,1730.557461540504,0.013333333333333334,0.013333333333333334
20,prefix5_anchored_4393bb3fc26838_reobserve_mismatch,5,clean_gt_future_vs_corrupted_gt_future,02202_collision_orbit_right_64_seed41202,collision,orbit_right_64,reobserve_mismatch,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/020_prefix5_anchored_4393bb3fc26838_reobserve_mismatch.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies reobserve_mismatch only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,81.74647811784897,81.20294443649885,1730.557461540504,1683.8550994471652,0.013333333333333334,0.0
21,prefix5_anchored_c573c723b69846_freeze_foreground,5,clean_gt_future_vs_corrupted_gt_future,02202_collision_orbit_right_64_seed41202,collision,orbit_right_64,freeze_foreground,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/021_prefix5_anchored_c573c723b69846_freeze_foreground.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies freeze_foreground only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,81.74647811784897,82.56145863129292,1730.557461540504,1816.0501692779183,0.013333333333333334,0.013333333333333334
22,prefix5_anchored_7ff19fa9f1ec0a_background_drift,5,clean_gt_future_vs_corrupted_gt_future,02202_collision_orbit_right_64_seed41202,collision,orbit_right_64,background_drift,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/022_prefix5_anchored_7ff19fa9f1ec0a_background_drift.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies background_drift only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,81.74647811784897,81.85509868421053,1730.557461540504,1509.650417211637,0.013333333333333334,0.0
23,prefix5_anchored_fc9a0f2e96b792_nonrigid_background_warp,5,clean_gt_future_vs_corrupted_gt_future,02222_collision_orbit_right_64_seed41222,collision,orbit_right_64,nonrigid_background_warp,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/023_prefix5_anchored_fc9a0f2e96b792_nonrigid_background_warp.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies nonrigid_background_warp only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,113.22078089244853,113.23861556064077,1455.5498921520143,1060.3488615952322,0.0,0.0
24,prefix5_anchored_381648a7ee3b01_object_deformation,5,clean_gt_future_vs_corrupted_gt_future,02222_collision_orbit_right_64_seed41222,collision,orbit_right_64,object_deformation,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/024_prefix5_anchored_381648a7ee3b01_object_deformation.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies object_deformation only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,113.22078089244853,113.19416475972537,1455.5498921520143,1416.1537948264993,0.0,0.0
25,prefix5_anchored_062e5febebdae6_object_identity_change,5,clean_gt_future_vs_corrupted_gt_future,02222_collision_orbit_right_64_seed41222,collision,orbit_right_64,object_identity_change,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/025_prefix5_anchored_062e5febebdae6_object_identity_change.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies object_identity_change only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,113.22078089244853,112.93919121853548,1455.5498921520143,1459.3279045232962,0.0,0.0
26,prefix5_anchored_df4268390f231f_wrong_camera_motion,5,clean_gt_future_vs_corrupted_gt_future,02222_collision_orbit_right_64_seed41222,collision,orbit_right_64,wrong_camera_motion,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/026_prefix5_anchored_df4268390f231f_wrong_camera_motion.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies wrong_camera_motion only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,113.22078089244853,113.2207808924485,1455.5498921520143,1455.5498921520145,0.0,0.0
27,prefix5_anchored_0658b1bf4e8520_reobserve_mismatch,5,clean_gt_future_vs_corrupted_gt_future,02222_collision_orbit_right_64_seed41222,collision,orbit_right_64,reobserve_mismatch,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/027_prefix5_anchored_0658b1bf4e8520_reobserve_mismatch.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies reobserve_mismatch only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,113.22078089244853,117.21020451945078,1455.5498921520143,1479.008427812407,0.0,0.0
28,prefix5_anchored_521d71ded3eef8_freeze_foreground,5,clean_gt_future_vs_corrupted_gt_future,02222_collision_orbit_right_64_seed41222,collision,orbit_right_64,freeze_foreground,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/028_prefix5_anchored_521d71ded3eef8_freeze_foreground.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies freeze_foreground only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,113.22078089244853,114.2559371424485,1455.5498921520143,1490.7022394775295,0.0,0.02666666666666667
29,prefix5_anchored_6fdba84b827005_background_drift,5,clean_gt_future_vs_corrupted_gt_future,02222_collision_orbit_right_64_seed41222,collision,orbit_right_64,background_drift,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/029_prefix5_anchored_6fdba84b827005_background_drift.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies background_drift only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,113.22078089244853,112.98166297196796,1455.5498921520143,1296.4371616288304,0.0,0.0
30,prefix5_anchored_30815eba8e53c1_nonrigid_background_warp,5,clean_gt_future_vs_corrupted_gt_future,02222_collision_orbit_right_64_seed41222,collision,orbit_right_64,nonrigid_background_warp,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/030_prefix5_anchored_30815eba8e53c1_nonrigid_background_warp.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies nonrigid_background_warp only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,113.22078089244853,113.23861556064077,1455.5498921520143,1060.3488615952322,0.0,0.0
31,prefix5_anchored_cee0374078f595_object_deformation,5,clean_gt_future_vs_corrupted_gt_future,02222_collision_orbit_right_64_seed41222,collision,orbit_right_64,object_deformation,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/031_prefix5_anchored_cee0374078f595_object_deformation.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies object_deformation only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,113.22078089244853,113.19416475972537,1455.5498921520143,1416.1537948264993,0.0,0.0
32,prefix5_anchored_e059c242466e31_object_identity_change,5,clean_gt_future_vs_corrupted_gt_future,02222_collision_orbit_right_64_seed41222,collision,orbit_right_64,object_identity_change,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/032_prefix5_anchored_e059c242466e31_object_identity_change.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies object_identity_change only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,113.22078089244853,112.93919121853548,1455.5498921520143,1459.3279045232962,0.0,0.0
33,prefix5_anchored_26ea506a78a326_wrong_camera_motion,5,clean_gt_future_vs_corrupted_gt_future,02222_collision_orbit_right_64_seed41222,collision,orbit_right_64,wrong_camera_motion,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/033_prefix5_anchored_26ea506a78a326_wrong_camera_motion.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies wrong_camera_motion only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,113.22078089244853,113.2207808924485,1455.5498921520143,1455.5498921520145,0.0,0.0
34,prefix5_anchored_16864d5280107e_reobserve_mismatch,5,clean_gt_future_vs_corrupted_gt_future,02226_collision_orbit_right_64_seed41226,collision,orbit_right_64,reobserve_mismatch,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/034_prefix5_anchored_16864d5280107e_reobserve_mismatch.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies reobserve_mismatch only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,105.44703500429063,104.56855692219679,1645.4484786479334,1626.7602486878077,0.013333333333333334,0.0
35,prefix5_anchored_ec7e83acbbaac4_freeze_foreground,5,clean_gt_future_vs_corrupted_gt_future,02226_collision_orbit_right_64_seed41226,collision,orbit_right_64,freeze_foreground,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/035_prefix5_anchored_ec7e83acbbaac4_freeze_foreground.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies freeze_foreground only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,105.44703500429063,106.00501465961099,1645.4484786479334,1729.3188930501074,0.013333333333333334,0.02666666666666667
36,prefix5_anchored_7ee8f19e294e00_background_drift,5,clean_gt_future_vs_corrupted_gt_future,02226_collision_orbit_right_64_seed41226,collision,orbit_right_64,background_drift,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/036_prefix5_anchored_7ee8f19e294e00_background_drift.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies background_drift only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,105.44703500429063,105.60101097683068,1645.4484786479334,1421.5451722060386,0.013333333333333334,0.0
37,prefix5_anchored_a6f2b2034dfb6a_nonrigid_background_warp,5,clean_gt_future_vs_corrupted_gt_future,02226_collision_orbit_right_64_seed41226,collision,orbit_right_64,nonrigid_background_warp,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/037_prefix5_anchored_a6f2b2034dfb6a_nonrigid_background_warp.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies nonrigid_background_warp only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,105.44703500429063,105.52198941647598,1645.4484786479334,1180.0999154088927,0.013333333333333334,0.0
38,prefix5_anchored_2931cb0c14f7cc_object_deformation,5,clean_gt_future_vs_corrupted_gt_future,02226_collision_orbit_right_64_seed41226,collision,orbit_right_64,object_deformation,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/038_prefix5_anchored_2931cb0c14f7cc_object_deformation.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies object_deformation only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,105.44703500429063,105.42145755863844,1645.4484786479334,1599.9213476410687,0.013333333333333334,0.013333333333333334
39,prefix5_anchored_1ed0b4e4cdbb21_object_identity_change,5,clean_gt_future_vs_corrupted_gt_future,02226_collision_orbit_right_64_seed41226,collision,orbit_right_64,object_identity_change,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/039_prefix5_anchored_1ed0b4e4cdbb21_object_identity_change.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies object_identity_change only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,105.44703500429063,105.11120476973683,1645.4484786479334,1646.5946743001075,0.013333333333333334,0.013333333333333334
40,prefix5_anchored_204d0f3ffeece9_wrong_camera_motion,5,clean_gt_future_vs_corrupted_gt_future,02226_collision_orbit_right_64_seed41226,collision,orbit_right_64,wrong_camera_motion,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/040_prefix5_anchored_204d0f3ffeece9_wrong_camera_motion.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies wrong_camera_motion only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,105.44703500429063,105.44703500429061,1645.4484786479334,1645.4484786479334,0.013333333333333334,0.013333333333333334
41,prefix5_anchored_c959b2853cfc77_reobserve_mismatch,5,clean_gt_future_vs_corrupted_gt_future,02226_collision_orbit_right_64_seed41226,collision,orbit_right_64,reobserve_mismatch,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/041_prefix5_anchored_c959b2853cfc77_reobserve_mismatch.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies reobserve_mismatch only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,105.44703500429063,104.56855692219679,1645.4484786479334,1626.7602486878077,0.013333333333333334,0.0
42,prefix5_anchored_44ee098b772a8f_freeze_foreground,5,clean_gt_future_vs_corrupted_gt_future,02226_collision_orbit_right_64_seed41226,collision,orbit_right_64,freeze_foreground,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/042_prefix5_anchored_44ee098b772a8f_freeze_foreground.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies freeze_foreground only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,105.44703500429063,106.00501465961099,1645.4484786479334,1729.3188930501074,0.013333333333333334,0.02666666666666667
43,prefix5_anchored_964657b282c6f9_background_drift,5,clean_gt_future_vs_corrupted_gt_future,02226_collision_orbit_right_64_seed41226,collision,orbit_right_64,background_drift,clean_gt_future,controlled_corrupted_gt_future,0.12,reports/dpo_prefix5_pair_visual_audit/pair_contact_sheets/043_prefix5_anchored_964657b282c6f9_background_drift.jpg,prefix frames 0-4 are clean; winner future is GT frames 5-80; loser future applies background_drift only to frames 5-80; valid=yes too_easy=no,2,2,2,1,2,1,2,1,yes,no,no,no,105.44703500429063,105.60101097683068,1645.4484786479334,1421.5451722060386,0.013333333333333334,0.0
