Delta_policy,Delta_ref,E_policy_loser,E_policy_winner,E_ref_loser,E_ref_winner,affected_mask_available,affected_region_available,affected_time_span_available,codex_loser_collapsed,codex_too_easy,codex_valid_preference,codex_winner_bad,corruption_type,cuda_memory_allocated_gb,cuda_memory_reserved_gb,cuda_peak_memory_gb,delta_policy,delta_ref,device,energy_margin,energy_seconds,error_reason,latent_loss_indices,loser_source,medium_hard,num_shards,pair_id,pair_index,pair_type,policy_loser_energy,policy_trainable_params,policy_winner_energy,prediction_start_frame,prefix_len,protocol_version,quality_floor_pass,ref_loser_energy,ref_winner_energy,reference_relative_margin,reference_trainable_params,reward_margin,same_intrinsics,same_noise,same_poses,same_prefix,same_prompt,same_timestep,seed,shard_index,sigma,status,timestep,timestep_index,timestep_weight,winner_source,visual_validity,winner_bad,loser_collapsed,too_easy,too_hard,medium_hard_score,winner_quality,loser_quality,local_corruption_available,selected_dpo_ready,localdpo_ready,selection_reasons
0.013059079647064209,0.013059079647064209,0.12863636016845703,0.11557728052139282,0.12863636016845703,0.11557728052139282,True,True,True,False,False,True,False,object_identity_change_local,35.07185506820679,51.44140625,50.329204082489014,0.013059079647064209,0.013059079647064209,cuda,0.013059079647064209,189.23228478431702,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_011_02200_collision_orbit_right_64_seed41200_object_identity_change_local,10,local_corruption,0.12863636016845703,6553600,0.11557728052139282,5,5,v1,True,0.12863636016845703,0.11557728052139282,0.0,0,0.17999999999999994,True,True,True,True,True,True,91010,2,0.9655443429946899,ok,965.5443725585938,263,1.4974311590194702,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.0005199089646339417,0.0005199089646339417,0.07642018795013428,0.07590027898550034,0.07642018795013428,0.07590027898550034,True,True,True,False,False,True,False,reobserve_mismatch_local,35.07185506820679,51.44140625,50.329204082489014,0.0005199089646339417,0.0005199089646339417,cuda,0.0005199089646339417,189.79540014266968,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_012_02202_collision_orbit_right_64_seed41202_reobserve_mismatch_local,11,local_corruption,0.07642018795013428,6553600,0.07590027898550034,5,5,v1,True,0.07642018795013428,0.07590027898550034,0.0,0,0.19999999999999996,True,True,True,True,True,True,91011,3,0.9879143834114075,ok,987.9143676757812,109,0.5259814858436584,clean_gt,True,False,False,False,False,1.0,2,2,True,False,False,weak_or_negative_energy_margin
0.027131497859954834,0.027131497859954834,0.17797677218914032,0.15084527432918549,0.17797677218914032,0.15084527432918549,True,True,True,False,False,True,False,partial_freeze,35.07185506820679,51.44140625,50.329204082489014,0.027131497859954834,0.027131497859954834,cuda,0.027131497859954834,200.75169277191162,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_013_02202_collision_orbit_right_64_seed41202_partial_freeze,12,local_corruption,0.17797677218914032,6553600,0.15084527432918549,5,5,v1,True,0.17797677218914032,0.15084527432918549,0.0,0,0.21999999999999997,True,True,True,True,True,True,91012,4,0.9618484973907471,ok,961.8485107421875,284,1.657443881034851,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.017158538103103638,0.017158538103103638,0.12944012880325317,0.11228159070014954,0.12944012880325317,0.11228159070014954,True,True,True,False,False,True,False,physical_event_local_failure,35.07185506820679,51.44140625,50.329204082489014,0.017158538103103638,0.017158538103103638,cuda,0.017158538103103638,193.0697786808014,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_014_02202_collision_orbit_right_64_seed41202_physical_event_local_failure,13,local_corruption,0.12944012880325317,6553600,0.11228159070014954,5,5,v1,True,0.12944012880325317,0.11228159070014954,0.0,0,0.24,True,True,True,True,True,True,91013,5,0.9725686311721802,ok,972.568603515625,220,1.1928693056106567,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.0036029331386089325,0.0036029331386089325,0.04823790490627289,0.044634971767663956,0.04823790490627289,0.044634971767663956,True,True,True,False,False,True,False,background_drift_local,35.07185506820679,51.44140625,50.329204082489014,0.0036029331386089325,0.0036029331386089325,cuda,0.0036029331386089325,200.48093390464783,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_015_02202_collision_orbit_right_64_seed41202_background_drift_local,14,local_corruption,0.04823790490627289,6553600,0.044634971767663956,5,5,v1,True,0.04823790490627289,0.044634971767663956,0.0,0,0.26,True,True,True,True,True,True,91014,6,0.9934335947036743,ok,993.43359375,62,0.2858166992664337,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.0033422261476516724,0.0033422261476516724,0.028112607076764107,0.024770380929112434,0.028112607076764107,0.024770380929112434,True,True,True,False,False,True,False,wrong_camera_motion_local,35.07185506820679,51.44140625,50.329204082489014,0.0033422261476516724,0.0033422261476516724,cuda,0.0033422261476516724,195.8923442363739,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_016_02202_collision_orbit_right_64_seed41202_wrong_camera_motion_local,15,local_corruption,0.028112607076764107,6553600,0.024770380929112434,5,5,v1,True,0.028112607076764107,0.024770380929112434,0.0,0,0.17999999999999994,True,True,True,True,True,True,91015,7,0.9969167709350586,ok,996.916748046875,30,0.1342117339372635,clean_gt,True,False,False,False,False,1.0,2,2,True,False,False,weak_or_negative_energy_margin
0.0007800981402397156,0.0007800981402397156,0.014699773862957954,0.013919675722718239,0.014699773862957954,0.013919675722718239,True,True,True,False,False,True,False,object_deformation_local,35.07185506820679,51.44140625,50.329204082489014,0.0007800981402397156,0.0007800981402397156,cuda,0.0007800981402397156,170.56019949913025,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_017_02202_collision_orbit_right_64_seed41202_object_deformation_local,16,local_corruption,0.014699773862957954,6553600,0.013919675722718239,5,5,v1,True,0.014699773862957954,0.013919675722718239,0.0,0,0.19999999999999996,True,True,True,True,True,True,91016,0,0.9981703162193298,ok,998.1702880859375,18,0.07964710891246796,clean_gt,True,False,False,False,False,1.0,2,2,True,False,False,weak_or_negative_energy_margin
0.009543418884277344,0.009543418884277344,0.09890198707580566,0.08935856819152832,0.09890198707580566,0.08935856819152832,True,True,True,False,False,True,False,object_identity_change_local,35.07185506820679,51.44140625,50.329204082489014,0.009543418884277344,0.009543418884277344,cuda,0.009543418884277344,167.8167028427124,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_018_02202_collision_orbit_right_64_seed41202_object_identity_change_local,17,local_corruption,0.09890198707580566,6553600,0.08935856819152832,5,5,v1,True,0.09890198707580566,0.08935856819152832,0.0,0,0.21999999999999997,True,True,True,True,True,True,91017,1,0.9870478510856628,ok,987.0478515625,116,0.5636768341064453,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.0006808042526245117,0.0006808042526245117,0.14232611656188965,0.14164531230926514,0.14232611656188965,0.14164531230926514,True,True,True,False,False,True,False,reobserve_mismatch_local,35.07185506820679,51.44140625,50.329204082489014,0.0006808042526245117,0.0006808042526245117,cuda,0.0006808042526245117,181.26341652870178,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_019_02202_collision_orbit_right_64_seed41202_reobserve_mismatch_local,18,local_corruption,0.14232611656188965,6553600,0.14164531230926514,5,5,v1,True,0.14232611656188965,0.14164531230926514,0.0,0,0.24,True,True,True,True,True,True,91018,2,0.9616677165031433,ok,961.667724609375,285,1.6652657985687256,clean_gt,True,False,False,False,False,1.0,2,2,True,False,False,weak_or_negative_energy_margin
0.003180079162120819,0.003180079162120819,0.02903427742421627,0.02585419826209545,0.02903427742421627,0.02585419826209545,True,True,True,False,False,True,False,partial_freeze,35.07185506820679,51.44140625,50.329204082489014,0.003180079162120819,0.003180079162120819,cuda,0.003180079162120819,186.0825698375702,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_020_02202_collision_orbit_right_64_seed41202_partial_freeze,19,local_corruption,0.02903427742421627,6553600,0.02585419826209545,5,5,v1,True,0.02903427742421627,0.02585419826209545,0.0,0,0.26,True,True,True,True,True,True,91019,3,0.9964926242828369,ok,996.4926147460938,34,0.15267229080200195,clean_gt,True,False,False,False,False,1.0,2,2,True,False,False,weak_or_negative_energy_margin
-0.004637688398361206,-0.004637688398361206,0.09634163975715637,0.10097932815551758,0.09634163975715637,0.10097932815551758,True,True,True,False,False,True,False,physical_event_local_failure,35.07185506820679,51.44140625,50.329204082489014,-0.004637688398361206,-0.004637688398361206,cuda,-0.004637688398361206,202.72286677360535,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_021_02202_collision_orbit_right_64_seed41202_physical_event_local_failure,20,local_corruption,0.09634163975715637,6553600,0.10097932815551758,5,5,v1,True,0.09634163975715637,0.10097932815551758,0.0,0,0.17999999999999994,True,True,True,True,True,True,91020,4,0.9789462089538574,ok,978.9462280273438,177,0.915918231010437,clean_gt,True,False,False,False,False,1.0,2,2,True,False,False,weak_or_negative_energy_margin
0.005025491118431091,0.005025491118431091,0.1611821949481964,0.15615670382976532,0.1611821949481964,0.15615670382976532,True,True,True,False,False,True,False,background_drift_local,35.07185506820679,51.44140625,50.329204082489014,0.005025491118431091,0.005025491118431091,cuda,0.005025491118431091,198.8824179172516,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_022_02202_collision_orbit_right_64_seed41202_background_drift_local,21,local_corruption,0.1611821949481964,6553600,0.15615670382976532,5,5,v1,True,0.1611821949481964,0.15615670382976532,0.0,0,0.19999999999999996,True,True,True,True,True,True,91021,5,0.9783777594566345,ok,978.3777465820312,181,0.9406178593635559,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.025608859956264496,0.025608859956264496,0.1084652915596962,0.0828564316034317,0.1084652915596962,0.0828564316034317,True,True,True,False,False,True,False,wrong_camera_motion_local,35.07185506820679,51.44140625,50.329204082489014,0.025608859956264496,0.025608859956264496,cuda,0.025608859956264496,201.86223769187927,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_023_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,22,local_corruption,0.1084652915596962,6553600,0.0828564316034317,5,5,v1,True,0.1084652915596962,0.0828564316034317,0.0,0,0.21999999999999997,True,True,True,True,True,True,91022,6,0.985660970211029,ok,985.6609497070312,127,0.6240035891532898,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
-0.024275071918964386,-0.024275071918964386,0.12350831180810928,0.14778338372707367,0.12350831180810928,0.14778338372707367,True,True,True,False,False,True,False,object_deformation_local,35.07185506820679,51.44140625,50.329204082489014,-0.024275071918964386,-0.024275071918964386,cuda,-0.024275071918964386,199.33110237121582,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_024_02222_collision_orbit_right_64_seed41222_object_deformation_local,23,local_corruption,0.12350831180810928,6553600,0.14778338372707367,5,5,v1,True,0.12350831180810928,0.14778338372707367,0.0,0,0.24,True,True,True,True,True,True,91023,7,0.9800683259963989,ok,980.0682983398438,169,0.8671584725379944,clean_gt,True,False,False,False,False,1.0,2,2,True,False,False,weak_or_negative_energy_margin
0.003550207242369652,0.003550207242369652,0.01882372610270977,0.015273518860340118,0.01882372610270977,0.015273518860340118,True,True,True,False,False,True,False,object_identity_change_local,35.07185506820679,51.44140625,50.329204082489014,0.003550207242369652,0.003550207242369652,cuda,0.003550207242369652,185.6955225467682,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_025_02222_collision_orbit_right_64_seed41222_object_identity_change_local,24,local_corruption,0.01882372610270977,6553600,0.015273518860340118,5,5,v1,True,0.01882372610270977,0.015273518860340118,0.0,0,0.26,True,True,True,True,True,True,91024,0,0.9974424242973328,ok,997.4424438476562,25,0.11132799834012985,clean_gt,True,False,False,False,False,1.0,2,2,True,False,False,capped_by_top_energy_margin
0.0034581273794174194,0.0034581273794174194,0.16479624807834625,0.16133812069892883,0.16479624807834625,0.16133812069892883,True,True,True,False,False,True,False,reobserve_mismatch_local,35.07185506820679,51.44140625,50.329204082489014,0.0034581273794174194,0.0034581273794174194,cuda,0.0034581273794174194,184.99911737442017,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_026_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,25,local_corruption,0.16479624807834625,6553600,0.16133812069892883,5,5,v1,True,0.16479624807834625,0.16133812069892883,0.0,0,0.17999999999999994,True,True,True,True,True,True,91025,1,0.9532604217529297,ok,953.2604370117188,329,2.028505325317383,clean_gt,True,False,False,False,False,1.0,2,2,True,False,False,capped_by_top_energy_margin
0.019311197102069855,0.019311197102069855,0.0763389989733696,0.057027801871299744,0.0763389989733696,0.057027801871299744,True,True,True,False,False,True,False,partial_freeze,35.07185506820679,51.44140625,50.329204082489014,0.019311197102069855,0.019311197102069855,cuda,0.019311197102069855,168.47675848007202,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_027_02222_collision_orbit_right_64_seed41222_partial_freeze,26,local_corruption,0.0763389989733696,6553600,0.057027801871299744,5,5,v1,True,0.0763389989733696,0.057027801871299744,0.0,0,0.19999999999999996,True,True,True,True,True,True,91026,2,0.989372193813324,ok,989.3721923828125,97,0.46255552768707275,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.008275605738162994,0.008275605738162994,0.09296751022338867,0.08469190448522568,0.09296751022338867,0.08469190448522568,True,True,True,False,False,True,False,physical_event_local_failure,35.07185506820679,51.44140625,50.329204082489014,0.008275605738162994,0.008275605738162994,cuda,0.008275605738162994,168.3645942211151,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_028_02222_collision_orbit_right_64_seed41222_physical_event_local_failure,27,local_corruption,0.09296751022338867,6553600,0.08469190448522568,5,5,v1,True,0.09296751022338867,0.08469190448522568,0.0,0,0.21999999999999997,True,True,True,True,True,True,91027,3,0.9871723651885986,ok,987.17236328125,115,0.558259129524231,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.0204792320728302,0.0204792320728302,0.17122411727905273,0.15074488520622253,0.17122411727905273,0.15074488520622253,True,True,True,False,False,True,False,background_drift_local,35.07185506820679,51.44140625,50.329204082489014,0.0204792320728302,0.0204792320728302,cuda,0.0204792320728302,193.68585681915283,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_029_02222_collision_orbit_right_64_seed41222_background_drift_local,28,local_corruption,0.17122411727905273,6553600,0.15074488520622253,5,5,v1,True,0.17122411727905273,0.15074488520622253,0.0,0,0.24,True,True,True,True,True,True,91028,4,0.9620287418365479,ok,962.0287475585938,283,1.6496435403823853,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.028059273958206177,0.028059273958206177,0.16567960381507874,0.13762032985687256,0.16567960381507874,0.13762032985687256,True,True,True,False,False,True,False,wrong_camera_motion_local,35.07185506820679,51.44140625,50.329204082489014,0.028059273958206177,0.028059273958206177,cuda,0.028059273958206177,181.74472641944885,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_030_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,29,local_corruption,0.16567960381507874,6553600,0.13762032985687256,5,5,v1,True,0.16567960381507874,0.13762032985687256,0.0,0,0.26,True,True,True,True,True,True,91029,5,0.9560362696647644,ok,956.0362548828125,315,1.9086965322494507,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.01172696053981781,0.01172696053981781,0.04653063789010048,0.03480367735028267,0.04653063789010048,0.03480367735028267,True,True,True,False,False,True,False,object_deformation_local,35.07185506820679,51.44140625,50.329204082489014,0.01172696053981781,0.01172696053981781,cuda,0.01172696053981781,194.23416662216187,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_031_02222_collision_orbit_right_64_seed41222_object_deformation_local,30,local_corruption,0.04653063789010048,6553600,0.03480367735028267,5,5,v1,True,0.04653063789010048,0.03480367735028267,0.0,0,0.17999999999999994,True,True,True,True,True,True,91030,6,0.9938806295394897,ok,993.880615234375,58,0.2663615942001343,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.027669377624988556,0.027669377624988556,0.13239522278308868,0.10472584515810013,0.13239522278308868,0.10472584515810013,True,True,True,False,False,True,False,object_identity_change_local,35.07185506820679,51.44140625,50.329204082489014,0.027669377624988556,0.027669377624988556,cuda,0.027669377624988556,193.5797905921936,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_032_02222_collision_orbit_right_64_seed41222_object_identity_change_local,31,local_corruption,0.13239522278308868,6553600,0.10472584515810013,5,5,v1,True,0.13239522278308868,0.10472584515810013,0.0,0,0.19999999999999996,True,True,True,True,True,True,91031,7,0.9877912998199463,ok,987.7913208007812,110,0.5313329100608826,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.010373637080192566,0.010373637080192566,0.1493019163608551,0.13892827928066254,0.1493019163608551,0.13892827928066254,True,True,True,False,False,True,False,reobserve_mismatch_local,35.07185506820679,51.44140625,50.329204082489014,0.010373637080192566,0.010373637080192566,cuda,0.010373637080192566,187.3745937347412,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_033_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,32,local_corruption,0.1493019163608551,6553600,0.13892827928066254,5,5,v1,True,0.1493019163608551,0.13892827928066254,0.0,0,0.21999999999999997,True,True,True,True,True,True,91032,0,0.9618484973907471,ok,961.8485107421875,284,1.657443881034851,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
0.010853692889213562,0.010853692889213562,0.13877741992473602,0.12792372703552246,0.13877741992473602,0.12792372703552246,True,True,True,False,False,True,False,partial_freeze,35.07185506820679,51.44140625,50.329204082489014,0.010853692889213562,0.010853692889213562,cuda,0.010853692889213562,186.14162755012512,,"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",local_corruption,True,8,protocol_v1_A_034_02226_collision_orbit_right_64_seed41226_partial_freeze,33,local_corruption,0.13877741992473602,6553600,0.12792372703552246,5,5,v1,True,0.13877741992473602,0.12792372703552246,0.0,0,0.24,True,True,True,True,True,True,91033,1,0.9697123765945435,ok,969.71240234375,238,1.3167760372161865,clean_gt,True,False,False,False,False,1.0,2,2,True,True,True,
