pair_id,pair_type,corruption_type,reward_margin,winner_source,loser_source,winner_visual_quality,loser_visual_quality,winner_physical_consistency,loser_physical_consistency,winner_camera_following,loser_camera_following,winner_foreground_identity,loser_foreground_identity,is_valid_preference,is_too_easy,is_loser_collapsed,is_winner_bad,is_medium_hard,contact_sheet,written_reason
protocol_v1_A_034_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,partial_freeze,0.24,clean_gt,local_corruption,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_034_02226_collision_orbit_right_64_seed41226_partial_freeze.jpg,Clean GT future is preferred over a future-only partial_freeze; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v1_A_035_02226_collision_orbit_right_64_seed41226_physical_event_local_failure,local_corruption,physical_event_local_failure,0.26,clean_gt,local_corruption,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_035_02226_collision_orbit_right_64_seed41226_physical_event_local_failure.jpg,Clean GT future is preferred over a future-only physical_event_local_failure; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v1_A_036_02226_collision_orbit_right_64_seed41226_background_drift_local,local_corruption,background_drift_local,0.18,clean_gt,local_corruption,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_036_02226_collision_orbit_right_64_seed41226_background_drift_local.jpg,Clean GT future is preferred over a future-only background_drift_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v1_A_037_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local,local_corruption,wrong_camera_motion_local,0.19999999999999998,clean_gt,local_corruption,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_037_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local.jpg,Clean GT future is preferred over a future-only wrong_camera_motion_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v1_A_038_02226_collision_orbit_right_64_seed41226_object_deformation_local,local_corruption,object_deformation_local,0.22,clean_gt,local_corruption,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_038_02226_collision_orbit_right_64_seed41226_object_deformation_local.jpg,Clean GT future is preferred over a future-only object_deformation_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v1_A_039_02226_collision_orbit_right_64_seed41226_object_identity_change_local,local_corruption,object_identity_change_local,0.24,clean_gt,local_corruption,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_039_02226_collision_orbit_right_64_seed41226_object_identity_change_local.jpg,Clean GT future is preferred over a future-only object_identity_change_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v1_A_040_02226_collision_orbit_right_64_seed41226_reobserve_mismatch_local,local_corruption,reobserve_mismatch_local,0.26,clean_gt,local_corruption,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_040_02226_collision_orbit_right_64_seed41226_reobserve_mismatch_local.jpg,Clean GT future is preferred over a future-only reobserve_mismatch_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v1_A_041_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,partial_freeze,0.18,clean_gt,local_corruption,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_041_02226_collision_orbit_right_64_seed41226_partial_freeze.jpg,Clean GT future is preferred over a future-only partial_freeze; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v1_A_042_02226_collision_orbit_right_64_seed41226_physical_event_local_failure,local_corruption,physical_event_local_failure,0.19999999999999998,clean_gt,local_corruption,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_042_02226_collision_orbit_right_64_seed41226_physical_event_local_failure.jpg,Clean GT future is preferred over a future-only physical_event_local_failure; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v1_A_043_02226_collision_orbit_right_64_seed41226_background_drift_local,local_corruption,background_drift_local,0.22,clean_gt,local_corruption,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_043_02226_collision_orbit_right_64_seed41226_background_drift_local.jpg,Clean GT future is preferred over a future-only background_drift_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v1_A_044_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local,local_corruption,wrong_camera_motion_local,0.24,clean_gt,local_corruption,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_044_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local.jpg,Clean GT future is preferred over a future-only wrong_camera_motion_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v1_A_045_04204_containment_orbit_left_44_seed43204_object_deformation_local,local_corruption,object_deformation_local,0.26,clean_gt,local_corruption,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_045_04204_containment_orbit_left_44_seed43204_object_deformation_local.jpg,Clean GT future is preferred over a future-only object_deformation_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v1_A_046_04204_containment_orbit_left_44_seed43204_object_identity_change_local,local_corruption,object_identity_change_local,0.18,clean_gt,local_corruption,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_046_04204_containment_orbit_left_44_seed43204_object_identity_change_local.jpg,Clean GT future is preferred over a future-only object_identity_change_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v1_A_047_04204_containment_orbit_left_44_seed43204_reobserve_mismatch_local,local_corruption,reobserve_mismatch_local,0.19999999999999998,clean_gt,local_corruption,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_047_04204_containment_orbit_left_44_seed43204_reobserve_mismatch_local.jpg,Clean GT future is preferred over a future-only reobserve_mismatch_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v1_A_048_04204_containment_orbit_left_44_seed43204_partial_freeze,local_corruption,partial_freeze,0.22,clean_gt,local_corruption,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_048_04204_containment_orbit_left_44_seed43204_partial_freeze.jpg,Clean GT future is preferred over a future-only partial_freeze; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v1_A_049_04204_containment_orbit_left_44_seed43204_physical_event_local_failure,local_corruption,physical_event_local_failure,0.24,clean_gt,local_corruption,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_049_04204_containment_orbit_left_44_seed43204_physical_event_local_failure.jpg,Clean GT future is preferred over a future-only physical_event_local_failure; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v1_A_050_04204_containment_orbit_left_44_seed43204_background_drift_local,local_corruption,background_drift_local,0.26,clean_gt,local_corruption,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_A_050_04204_containment_orbit_left_44_seed43204_background_drift_local.jpg,Clean GT future is preferred over a future-only background_drift_local; prefix frames 0-4 are unchanged and loser remains visually decodable.
protocol_v1_B_001_prefix5_anchored_1128e39109fc83_object_deformation_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change,0.30518612452173055,clean_gt,medium_hard_rollout,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_B_001_prefix5_anchored_1128e39109fc83_object_deformation_stageA_final.jpg,"Clean GT future beats quality-floor rollout from stageA_final with medium-hard margin 0.305; failure tags event_missing,object_duplicate,object_identity_change."
protocol_v1_B_002_prefix5_anchored_1279c3b65a6d9e_object_identity_change_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,0.33677804836154723,clean_gt,medium_hard_rollout,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_B_002_prefix5_anchored_1279c3b65a6d9e_object_identity_change_stageA_final.jpg,"Clean GT future beats quality-floor rollout from stageA_final with medium-hard margin 0.337; failure tags event_missing,object_duplicate,object_identity_change,physical_event_failure,wrong_camera_motion."
protocol_v1_B_003_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change,0.30518612452173055,clean_gt,medium_hard_rollout,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_B_003_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_stageA_final.jpg,"Clean GT future beats quality-floor rollout from stageA_final with medium-hard margin 0.305; failure tags event_missing,object_duplicate,object_identity_change."
protocol_v1_B_004_prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,0.33677804836154723,clean_gt,medium_hard_rollout,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_B_004_prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch_stageA_final.jpg,"Clean GT future beats quality-floor rollout from stageA_final with medium-hard margin 0.337; failure tags event_missing,object_duplicate,object_identity_change,physical_event_failure,wrong_camera_motion."
protocol_v1_B_005_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change,0.30518612452173055,clean_gt,medium_hard_rollout,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_B_005_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_stageA_final.jpg,"Clean GT future beats quality-floor rollout from stageA_final with medium-hard margin 0.305; failure tags event_missing,object_duplicate,object_identity_change."
protocol_v1_B_006_prefix5_anchored_525c18bc4422f0_background_drift_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change,0.30518612452173055,clean_gt,medium_hard_rollout,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_B_006_prefix5_anchored_525c18bc4422f0_background_drift_stageA_final.jpg,"Clean GT future beats quality-floor rollout from stageA_final with medium-hard margin 0.305; failure tags event_missing,object_duplicate,object_identity_change."
protocol_v1_B_007_prefix5_anchored_7f708dfe212ad6_freeze_foreground_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change,0.30518612452173055,clean_gt,medium_hard_rollout,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_B_007_prefix5_anchored_7f708dfe212ad6_freeze_foreground_stageA_final.jpg,"Clean GT future beats quality-floor rollout from stageA_final with medium-hard margin 0.305; failure tags event_missing,object_duplicate,object_identity_change."
protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,0.33677804836154723,clean_gt,medium_hard_rollout,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final.jpg,"Clean GT future beats quality-floor rollout from stageA_final with medium-hard margin 0.337; failure tags event_missing,object_duplicate,object_identity_change,physical_event_failure,wrong_camera_motion."
protocol_v1_B_009_prefix5_anchored_b53591379e11c1_object_deformation_stageA_final,gt_vs_medium_hard_rollout,event_missing;object_duplicate;object_identity_change,0.30518612452173055,clean_gt,medium_hard_rollout,2,2,2,1,2,1,2,1,yes,no,no,no,yes,reports/dpo_preference_protocol_v1/pair_contact_sheets/protocol_v1_B_009_prefix5_anchored_b53591379e11c1_object_deformation_stageA_final.jpg,"Clean GT future beats quality-floor rollout from stageA_final with medium-hard margin 0.305; failure tags event_missing,object_duplicate,object_identity_change."
