pair_id,pair_type,backend,E_ref_winner,E_ref_loser,Delta_ref,E_policy_winner,E_policy_loser,Delta_policy,reward_margin,visual_validity,corruption_type,energy_status
protocol_v1_A_015_02202_collision_orbit_right_64_seed41202_background_drift_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.26,0.26,,,,0.26,True,background_drift_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_016_02202_collision_orbit_right_64_seed41202_wrong_camera_motion_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.17999999999999994,0.17999999999999994,,,,0.18,True,wrong_camera_motion_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_017_02202_collision_orbit_right_64_seed41202_object_deformation_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.19999999999999996,0.19999999999999996,,,,0.19999999999999998,True,object_deformation_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_018_02202_collision_orbit_right_64_seed41202_object_identity_change_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.21999999999999997,0.21999999999999997,,,,0.22,True,object_identity_change_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_019_02202_collision_orbit_right_64_seed41202_reobserve_mismatch_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.24,0.24,,,,0.24,True,reobserve_mismatch_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_020_02202_collision_orbit_right_64_seed41202_partial_freeze,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.26,0.26,,,,0.26,True,partial_freeze,proxy_only_runtime_full_energy_not_run
protocol_v1_A_021_02202_collision_orbit_right_64_seed41202_physical_event_local_failure,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.17999999999999994,0.17999999999999994,,,,0.18,True,physical_event_local_failure,proxy_only_runtime_full_energy_not_run
protocol_v1_A_022_02202_collision_orbit_right_64_seed41202_background_drift_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.19999999999999996,0.19999999999999996,,,,0.19999999999999998,True,background_drift_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_023_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.21999999999999997,0.21999999999999997,,,,0.22,True,wrong_camera_motion_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_024_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.24,0.24,,,,0.24,True,object_deformation_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_025_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.26,0.26,,,,0.26,True,object_identity_change_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_026_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.17999999999999994,0.17999999999999994,,,,0.18,True,reobserve_mismatch_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_027_02222_collision_orbit_right_64_seed41222_partial_freeze,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.19999999999999996,0.19999999999999996,,,,0.19999999999999998,True,partial_freeze,proxy_only_runtime_full_energy_not_run
protocol_v1_A_028_02222_collision_orbit_right_64_seed41222_physical_event_local_failure,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.21999999999999997,0.21999999999999997,,,,0.22,True,physical_event_local_failure,proxy_only_runtime_full_energy_not_run
protocol_v1_A_029_02222_collision_orbit_right_64_seed41222_background_drift_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.24,0.24,,,,0.24,True,background_drift_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_030_02222_collision_orbit_right_64_seed41222_wrong_camera_motion_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.26,0.26,,,,0.26,True,wrong_camera_motion_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_031_02222_collision_orbit_right_64_seed41222_object_deformation_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.17999999999999994,0.17999999999999994,,,,0.18,True,object_deformation_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_032_02222_collision_orbit_right_64_seed41222_object_identity_change_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.19999999999999996,0.19999999999999996,,,,0.19999999999999998,True,object_identity_change_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_033_02222_collision_orbit_right_64_seed41222_reobserve_mismatch_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.21999999999999997,0.21999999999999997,,,,0.22,True,reobserve_mismatch_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_034_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.24,0.24,,,,0.24,True,partial_freeze,proxy_only_runtime_full_energy_not_run
protocol_v1_A_035_02226_collision_orbit_right_64_seed41226_physical_event_local_failure,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.26,0.26,,,,0.26,True,physical_event_local_failure,proxy_only_runtime_full_energy_not_run
protocol_v1_A_036_02226_collision_orbit_right_64_seed41226_background_drift_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.17999999999999994,0.17999999999999994,,,,0.18,True,background_drift_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_037_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.19999999999999996,0.19999999999999996,,,,0.19999999999999998,True,wrong_camera_motion_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_038_02226_collision_orbit_right_64_seed41226_object_deformation_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.21999999999999997,0.21999999999999997,,,,0.22,True,object_deformation_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_039_02226_collision_orbit_right_64_seed41226_object_identity_change_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.24,0.24,,,,0.24,True,object_identity_change_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_040_02226_collision_orbit_right_64_seed41226_reobserve_mismatch_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.26,0.26,,,,0.26,True,reobserve_mismatch_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_041_02226_collision_orbit_right_64_seed41226_partial_freeze,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.17999999999999994,0.17999999999999994,,,,0.18,True,partial_freeze,proxy_only_runtime_full_energy_not_run
protocol_v1_A_042_02226_collision_orbit_right_64_seed41226_physical_event_local_failure,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.19999999999999996,0.19999999999999996,,,,0.19999999999999998,True,physical_event_local_failure,proxy_only_runtime_full_energy_not_run
protocol_v1_A_043_02226_collision_orbit_right_64_seed41226_background_drift_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.21999999999999997,0.21999999999999997,,,,0.22,True,background_drift_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_044_02226_collision_orbit_right_64_seed41226_wrong_camera_motion_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.24,0.24,,,,0.24,True,wrong_camera_motion_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_045_04204_containment_orbit_left_44_seed43204_object_deformation_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.26,0.26,,,,0.26,True,object_deformation_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_046_04204_containment_orbit_left_44_seed43204_object_identity_change_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.17999999999999994,0.17999999999999994,,,,0.18,True,object_identity_change_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_047_04204_containment_orbit_left_44_seed43204_reobserve_mismatch_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.19999999999999996,0.19999999999999996,,,,0.19999999999999998,True,reobserve_mismatch_local,proxy_only_runtime_full_energy_not_run
protocol_v1_A_048_04204_containment_orbit_left_44_seed43204_partial_freeze,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.21999999999999997,0.21999999999999997,,,,0.22,True,partial_freeze,proxy_only_runtime_full_energy_not_run
protocol_v1_A_049_04204_containment_orbit_left_44_seed43204_physical_event_local_failure,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.24,0.24,,,,0.24,True,physical_event_local_failure,proxy_only_runtime_full_energy_not_run
protocol_v1_A_050_04204_containment_orbit_left_44_seed43204_background_drift_local,local_corruption,reward_proxy_pending_real_all_pair_energy,0.0,0.26,0.26,,,,0.26,True,background_drift_local,proxy_only_runtime_full_energy_not_run
protocol_v1_B_001_prefix5_anchored_1128e39109fc83_object_deformation_stageA_final,gt_vs_medium_hard_rollout,real_lingbot_fast_energy_from_tiny_probe_log,0.05242391303181648,0.06085209548473358,0.008428182452917099,0.05210847035050392,0.060945261269807816,0.008836790919303894,0.30518612452173055,True,event_missing;object_duplicate;object_identity_change,real_sampled
protocol_v1_B_002_prefix5_anchored_1279c3b65a6d9e_object_identity_change_stageA_final,gt_vs_medium_hard_rollout,reward_proxy_pending_real_all_pair_energy,0.0,0.33677804836154723,0.33677804836154723,,,,0.33677804836154723,True,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,proxy_only_runtime_full_energy_not_run
protocol_v1_B_003_prefix5_anchored_1ca3412d8f73c8_nonrigid_background_warp_stageA_final,gt_vs_medium_hard_rollout,real_lingbot_fast_energy_from_tiny_probe_log,0.04772251099348068,0.05458858236670494,0.006866071373224258,0.04773613065481186,0.05455802008509636,0.0068218894302845,0.30518612452173055,True,event_missing;object_duplicate;object_identity_change,real_sampled
protocol_v1_B_004_prefix5_anchored_29df7c5cf94c4b_reobserve_mismatch_stageA_final,gt_vs_medium_hard_rollout,reward_proxy_pending_real_all_pair_energy,0.0,0.33677804836154723,0.33677804836154723,,,,0.33677804836154723,True,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,proxy_only_runtime_full_energy_not_run
protocol_v1_B_005_prefix5_anchored_3e28b01a2ca2ef_reobserve_mismatch_stageA_final,gt_vs_medium_hard_rollout,reward_proxy_pending_real_all_pair_energy,0.0,0.30518612452173055,0.30518612452173055,,,,0.30518612452173055,True,event_missing;object_duplicate;object_identity_change,proxy_only_runtime_full_energy_not_run
protocol_v1_B_006_prefix5_anchored_525c18bc4422f0_background_drift_stageA_final,gt_vs_medium_hard_rollout,real_lingbot_fast_energy_from_tiny_probe_log,0.04358157142996788,0.04968702048063278,0.006105449050664902,0.04369015619158745,0.04962838813662529,0.005938231945037842,0.30518612452173055,True,event_missing;object_duplicate;object_identity_change,real_sampled
protocol_v1_B_007_prefix5_anchored_7f708dfe212ad6_freeze_foreground_stageA_final,gt_vs_medium_hard_rollout,reward_proxy_pending_real_all_pair_energy,0.0,0.30518612452173055,0.30518612452173055,,,,0.30518612452173055,True,event_missing;object_duplicate;object_identity_change,proxy_only_runtime_full_energy_not_run
protocol_v1_B_008_prefix5_anchored_95981b8f74bed0_background_drift_stageA_final,gt_vs_medium_hard_rollout,reward_proxy_pending_real_all_pair_energy,0.0,0.33677804836154723,0.33677804836154723,,,,0.33677804836154723,True,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,proxy_only_runtime_full_energy_not_run
protocol_v1_B_009_prefix5_anchored_b53591379e11c1_object_deformation_stageA_final,gt_vs_medium_hard_rollout,reward_proxy_pending_real_all_pair_energy,0.0,0.30518612452173055,0.30518612452173055,,,,0.30518612452173055,True,event_missing;object_duplicate;object_identity_change,proxy_only_runtime_full_energy_not_run
protocol_v1_B_010_prefix5_anchored_d744c2d6f264ba_object_deformation_stageA_final,gt_vs_medium_hard_rollout,reward_proxy_pending_real_all_pair_energy,0.0,0.33677804836154723,0.33677804836154723,,,,0.33677804836154723,True,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,proxy_only_runtime_full_energy_not_run
protocol_v1_B_011_prefix5_anchored_d86ae2fb1d25b2_freeze_foreground_stageA_final,gt_vs_medium_hard_rollout,reward_proxy_pending_real_all_pair_energy,0.0,0.33677804836154723,0.33677804836154723,,,,0.33677804836154723,True,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,proxy_only_runtime_full_energy_not_run
protocol_v1_B_012_prefix5_anchored_dc458b2cf487d8_wrong_camera_motion_stageA_final,gt_vs_medium_hard_rollout,reward_proxy_pending_real_all_pair_energy,0.0,0.33677804836154723,0.33677804836154723,,,,0.33677804836154723,True,event_missing;object_duplicate;object_identity_change;physical_event_failure;wrong_camera_motion,proxy_only_runtime_full_energy_not_run
protocol_v1_B_013_prefix5_anchored_e78653865b3413_wrong_camera_motion_stageA_final,gt_vs_medium_hard_rollout,real_lingbot_fast_energy_from_tiny_probe_log,0.05788153409957886,0.08246086537837982,0.024579331278800964,0.05811334028840065,0.08231688290834427,0.02420354261994362,0.30518612452173055,True,event_missing;object_duplicate;object_identity_change,real_sampled
protocol_v1_B_014_prefix5_anchored_ebade3740fe2f4_object_identity_change_stageA_final,gt_vs_medium_hard_rollout,real_lingbot_fast_energy_from_tiny_probe_log,0.029238978400826454,0.03237060084939003,0.0031316224485635757,0.02915963903069496,0.03258855268359184,0.003428913652896881,0.30518612452173055,True,event_missing;object_duplicate;object_identity_change,real_sampled
protocol_v1_B_015_prefix5_anchored_ede413792fce8b_nonrigid_background_warp_stageA_final,gt_vs_medium_hard_rollout,reward_proxy_pending_real_all_pair_energy,0.0,0.30518612452173055,0.30518612452173055,,,,0.30518612452173055,True,event_missing;object_duplicate;object_identity_change,proxy_only_runtime_full_energy_not_run
protocol_v1_B_016_prefix5_anchored_ff65f1ae3e7ca8_background_drift_stageA_final,gt_vs_medium_hard_rollout,reward_proxy_pending_real_all_pair_energy,0.0,0.30518612452173055,0.30518612452173055,,,,0.30518612452173055,True,event_missing;object_duplicate;object_identity_change,proxy_only_runtime_full_energy_not_run
